HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
15527,2457274.81542414,39.9833026765454,0.0003993695290869,899.9983,6.88299520041234,-0.0062708227440566,HARPS-A,163.5
15527,2457277.82921552,39.9833250663846,0.000375669116737,899.9983,6.88260866919391,-0.0087044048959015,HARPS-A,173.9
15527,2457295.79686304,39.9854771493842,0.0003854666807825,899.9983,6.88395917633677,-0.0058420853537839,HARPS-A,171.1
15527,2457298.87111885,39.9852548633298,0.0004003520637966,899.9983,6.8817511968656,-0.0057392393656172,HARPS-A,163.8
15527,2457303.8891782,39.9883584676605,0.0008132335967239,899.9982,6.8852528526482,-0.0055597415241663,HARPS-A,81.8
15527,2457398.67220621,39.9911708381705,0.000351836998906,899.9983,6.88326277437564,-0.0057512941002997,HARPS-A,184.2
15527,2457417.62041363,39.9908721885767,0.000344509527154,899.9982,6.88260284995393,-0.0066912583192007,HARPS-A,188.6
15527,2457420.61365054,39.9899232418839,0.0004337547057024,899.9982,6.88080944241278,-0.0066412628654717,HARPS-A,152.7
15527,2457432.57850143,39.9906523239142,0.0003747141963413,899.9982,6.88101239222072,-0.0064220154461978,HARPS-A,175.9
15527,2457435.53214556,39.9913225643081,0.0003613669776259,899.9983,6.8829624915192,-0.0058714694091079,HARPS-A,179.4
15527,2457641.87779381,39.8910134012074,0.0004638826051708,899.9983,6.88274013920318,-0.0065718111073991,HARPS-A,142.7
15527,2457642.84754279,39.8961036015052,0.0004915738960399,899.9983,6.88012555935638,-0.0077475940137929,HARPS-A,134.6
15527,2457648.75508718,39.9209703528809,0.0003506936312677,899.9983,6.88290231887485,-0.0073900441271206,HARPS-A,186.8
15527,2457650.76327994,39.9283869144839,0.0003171764964887,899.9983,6.88212247144075,-0.0064265558884812,HARPS-A,206.7
15527,2458048.70323071,39.9886343880624,0.0003284522473112,899.9983,6.8820117466777,-0.0088299008633256,HARPS-A,198.1
