HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
116906,2453202.87272004,12.1233662169127,0.0004578008739916,899.9959,7.08914099761929,-0.0210290671337514,HARPS-B,150.2
116906,2453203.8863925,12.1285059726567,0.0003951871856079,899.9778,7.08754428536598,-0.0203005396027596,HARPS-B,172.9
116906,2453204.87164739,12.1285327373913,0.0005058087064138,900.0004,7.09754730335072,-0.0222564038533353,HARPS-B,134.9
116906,2453216.8677228,12.1193812725086,0.0005717782242322,899.9956,7.09481205808332,-0.0208522400152713,HARPS-B,120.3
116906,2453217.80489413,12.1202144817079,0.0005128162496693,900.0009,7.09845683494435,-0.0206251615124238,HARPS-B,132.2
116906,2453237.84903265,12.1099017525476,0.0006235840320365,899.9771,7.08879070044499,-0.0200246410753966,HARPS-B,110.8
116906,2453237.85995903,12.1087722035572,0.0006984495866828,899.9779,7.09424531572583,-0.0214198688400984,HARPS-B,99.5
116906,2453263.75444204,12.0889811923219,0.0005077482936422,899.9946,7.18922103612697,-0.0288748595188473,HARPS-B,125.3
116906,2453264.7328438,12.0975669450699,0.0003896526670608,900.0014,7.10100017514919,-0.0205773219428522,HARPS-B,172.6
116906,2453265.78277147,12.0951584294217,0.0004953646003059,899.9956,7.09985416425235,-0.019108362493748,HARPS-B,136.1
116906,2453267.7029118,12.0924402083595,0.0006104578755378,899.995,7.09374145708884,-0.0212656402940929,HARPS-B,109.7
116906,2453268.75651471,12.0926914036129,0.0004547592211062,899.9946,7.1004171068971,-0.0176398367728972,HARPS-B,146.2
116906,2453270.75042923,12.0917164167996,0.0004535437949632,900.0008,7.10156273489644,-0.021678923271784,HARPS-B,146.1
116906,2453271.69516247,12.0936932278819,0.0006416659127212,899.995,7.09576241472917,-0.021947449791659,HARPS-B,104.3
116906,2453287.65545225,12.085645582767,0.0029617893424125,59.9829,7.09697730389,-0.0275673247856041,HARPS-B,27.4
116906,2453287.65647073,12.087783197494,0.0027594972657918,59.983,7.10925510716263,-0.0252497916608974,HARPS-B,29.1
116906,2453287.6575355,12.0825671778224,0.0028906597472463,59.983,7.10459183472531,-0.0140505588051596,HARPS-B,27.9
116906,2453287.65860027,12.081695368278,0.0030626132573669,59.9812,7.09437091392068,-0.0228380790679026,HARPS-B,26.7
116906,2453287.65965347,12.0863191264468,0.0031366445626823,59.983,7.10901169901357,-0.0207657587938019,HARPS-B,26.2
116906,2453287.6606951,12.0775222994976,0.0028980408192426,59.9818,7.11193005313969,-0.0321338636338684,HARPS-B,28.0
116906,2453287.66173672,12.0832843878775,0.0030335104224684,59.9826,7.09445145978646,-0.0301939590559197,HARPS-B,26.7
116906,2453287.66281307,12.0827687437975,0.0028530834623592,59.9829,7.0923550779565,-0.031385565399507,HARPS-B,28.3
116906,2453287.66386627,12.0847482375284,0.0034212014124581,59.9831,7.09408487577265,-0.007572872653851,HARPS-B,24.6
116906,2453288.64424319,12.0840685014593,0.0005229632003055,899.9972,7.10027451649469,-0.0233100880191408,HARPS-B,130.4
116906,2453289.64160861,12.0834838866995,0.0003702278698596,899.9827,7.10075208273108,-0.0215453239109547,HARPS-B,185.6
116906,2453290.63889146,12.0840671670239,0.0006059281295406,899.9825,7.10083057841699,-0.0225494722041439,HARPS-B,113.1
116906,2453291.66289608,12.0827906516359,0.0005442415450402,699.994,7.0930125189576,-0.019037025098914,HARPS-B,122.3
116906,2453295.70469996,12.0835980617101,0.0020404333451403,60.0013,7.08838636295074,-0.0203184639395566,HARPS-B,37.0
116906,2453295.70577629,12.0836435454823,0.0019632210799454,60.001,7.09910452949357,-0.031039468828082,HARPS-B,38.6
116906,2453295.7068179,12.0768981540013,0.0019429736172985,60.0012,7.09269827245335,-0.0257206432011206,HARPS-B,38.9
116906,2453295.70788266,12.0814187632047,0.0019541899543497,60.0005,7.08262189908065,-0.0175109210314908,HARPS-B,38.6
116906,2453295.7089127,12.0757938520849,0.0019389609941467,60.0013,7.08993665281587,-0.0171239134795247,HARPS-B,39.0
116906,2453295.70996589,12.0814124545519,0.0019554001045825,60.0012,7.08616763104708,-0.0297519599207927,HARPS-B,38.8
116906,2453295.7110075,12.0787241151638,0.0019236364062132,60.0007,7.09080278615438,-0.0218982092089899,HARPS-B,39.3
116906,2453295.71206069,12.0798079854074,0.0019359540744576,60.0013,7.09598040409571,-0.0197802067252493,HARPS-B,39.0
116906,2453295.71313702,12.0794092436181,0.0020615657595283,60.0012,7.08871816960108,-0.0209022630780016,HARPS-B,37.0
116906,2453295.71417863,12.0788370490001,0.0018447535021942,60.0013,7.09199711350982,-0.0264691418838598,HARPS-B,40.7
116906,2453296.66977628,12.0824860989462,0.0004353243812455,899.978,7.09921787577547,-0.0223260032690913,HARPS-B,157.8
116906,2453297.61906506,12.0791584257896,0.0004355482635022,899.9778,7.09818470230067,-0.0199764567519196,HARPS-B,155.6
116906,2453298.59126791,12.0819612204919,0.0004770128942534,899.9829,7.09122746834217,-0.0205548570416418,HARPS-B,141.7
116906,2455036.86562111,12.0699504519141,0.0004593897221189,900.0002,7.10499042897201,-0.0209099123972738,HARPS-B,141.1
116906,2455037.84845049,12.067064225199,0.0003667149602853,899.9998,7.10107380932776,-0.0214450780245148,HARPS-B,176.4
116906,2455064.78778759,12.0583768030972,0.0003752458292217,899.9996,7.10121505089938,-0.021103882418247,HARPS-B,172.9
116906,2455069.77524003,12.0553059432319,0.000460903099267,900.0013,7.09894333292305,-0.0211280782180268,HARPS-B,141.3
116906,2455072.73008759,12.0576546196906,0.0005359807921838,899.9998,7.09815744770479,-0.0206941937542773,HARPS-B,121.7
116906,2456621.55424148,12.143354718818,0.0007234727541999,899.9949,7.11596506955019,-0.0220014171745255,HARPS-B,91.6
