time,mnvel,errvel,tel,svalue
2453202.87272004,12123.3662169127,0.4578008739916,HARPS-B,nodata
2453203.8863925,12128.505972656701,0.3951871856079,HARPS-B,nodata
2453204.87164739,12128.5327373913,0.5058087064138,HARPS-B,nodata
2453216.8677228,12119.381272508599,0.5717782242321999,HARPS-B,nodata
2453217.80489413,12120.214481707899,0.5128162496693001,HARPS-B,nodata
2453237.84903265,12109.9017525476,0.6235840320365,HARPS-B,nodata
2453237.85995903,12108.772203557199,0.6984495866828,HARPS-B,nodata
2453263.75444204,12088.981192321899,0.5077482936422,HARPS-B,nodata
2453264.7328438,12097.5669450699,0.3896526670608,HARPS-B,nodata
2453265.78277147,12095.1584294217,0.4953646003059,HARPS-B,nodata
2453267.7029118,12092.4402083595,0.6104578755378001,HARPS-B,nodata
2453268.75651471,12092.6914036129,0.4547592211062,HARPS-B,nodata
2453270.75042923,12091.7164167996,0.4535437949632,HARPS-B,nodata
2453271.69516247,12093.6932278819,0.6416659127212,HARPS-B,nodata
2453287.65545225,12085.645582767,2.9617893424125,HARPS-B,nodata
2453287.65647073,12087.783197494,2.7594972657918,HARPS-B,nodata
2453287.6575355,12082.567177822399,2.8906597472463,HARPS-B,nodata
2453287.65860027,12081.695368278,3.0626132573669,HARPS-B,nodata
2453287.65965347,12086.319126446799,3.1366445626823003,HARPS-B,nodata
2453287.6606951,12077.5222994976,2.8980408192426,HARPS-B,nodata
2453287.66173672,12083.2843878775,3.0335104224684,HARPS-B,nodata
2453287.66281307,12082.7687437975,2.8530834623592,HARPS-B,nodata
2453287.66386627,12084.7482375284,3.4212014124580996,HARPS-B,nodata
2453288.64424319,12084.0685014593,0.5229632003055,HARPS-B,nodata
2453289.64160861,12083.483886699501,0.3702278698596,HARPS-B,nodata
2453290.63889146,12084.067167023899,0.6059281295405999,HARPS-B,nodata
2453291.66289608,12082.7906516359,0.5442415450402001,HARPS-B,nodata
2453295.70469996,12083.598061710101,2.0404333451403,HARPS-B,nodata
2453295.70577629,12083.6435454823,1.9632210799454,HARPS-B,nodata
2453295.7068179,12076.898154001301,1.9429736172985,HARPS-B,nodata
2453295.70788266,12081.4187632047,1.9541899543496999,HARPS-B,nodata
2453295.7089127,12075.7938520849,1.9389609941467,HARPS-B,nodata
2453295.70996589,12081.4124545519,1.9554001045825002,HARPS-B,nodata
2453295.7110075,12078.724115163799,1.9236364062132,HARPS-B,nodata
2453295.71206069,12079.8079854074,1.9359540744576,HARPS-B,nodata
2453295.71313702,12079.4092436181,2.0615657595283,HARPS-B,nodata
2453295.71417863,12078.8370490001,1.8447535021942,HARPS-B,nodata
2453296.66977628,12082.4860989462,0.43532438124550005,HARPS-B,nodata
2453297.61906506,12079.158425789601,0.4355482635022,HARPS-B,nodata
2453298.59126791,12081.9612204919,0.4770128942534,HARPS-B,nodata
2455036.86562111,12069.9504519141,0.4593897221189,HARPS-B,nodata
2455037.84845049,12067.064225199,0.3667149602853,HARPS-B,nodata
2455064.78778759,12058.3768030972,0.3752458292217,HARPS-B,nodata
2455069.77524003,12055.3059432319,0.46090309926699996,HARPS-B,nodata
2455072.73008759,12057.6546196906,0.5359807921838,HARPS-B,nodata
2456621.55424148,12143.354718818,0.7234727541999,HARPS-B,nodata
