time,mnvel,errvel,tel,svalue
2454969.92506963,15348.0042632067,0.7192080465221999,HARPS-B,nodata
2454970.92569304,15346.5371801786,0.5415320004558,HARPS-B,nodata
2454972.92626528,15349.2439350926,0.5545769165629,HARPS-B,nodata
2455846.49864558,15354.8578150775,2.0881285829665,HARPS-B,nodata
2455847.49274959,15347.4943259653,2.7680392049596,HARPS-B,nodata
2455847.50703093,15345.9239830653,2.0237942415594,HARPS-B,nodata
2455850.48597749,15347.1979653846,0.9574486650801,HARPS-B,nodata
2455851.49093881,15346.0447697122,0.9497354182366,HARPS-B,nodata
2455852.47701308,15349.0284323449,1.2711401340913,HARPS-B,nodata
2456042.78026617,15350.7309999667,1.2282947256761998,HARPS-B,nodata
2456043.90608066,15347.346286090102,1.7389846893124,HARPS-B,nodata
2456045.87676304,15351.973388503,1.8669526868222,HARPS-B,nodata
2456046.91349523,15351.8522326454,1.1310885230748,HARPS-B,nodata
2456047.92391706,15350.7119797385,1.1869189400959,HARPS-B,nodata
2456048.91729998,15351.9113656535,0.9485134444945,HARPS-B,nodata
2456162.5779347,15346.3298489375,2.585080486197,HARPS-B,nodata
2456164.62525279,15352.7197002762,1.8591734768094,HARPS-B,nodata
2456165.60463138,15348.8894844901,1.1741572889785,HARPS-B,nodata
2456378.87137952,15338.5776844974,0.9111014369704,HARPS-B,nodata
2456380.89539129,15341.5278654723,0.9329339598478,HARPS-B,nodata
2456381.91013446,15341.772164153,0.9502238226294,HARPS-B,nodata
2456484.71824315,15351.6674323977,2.8879671829995,HARPS-B,nodata
2456485.69701774,15341.006876943,1.3014730280521,HARPS-B,nodata
2456486.67264307,15341.3089734675,0.8979009320531001,HARPS-B,nodata
2456487.6937869,15340.9506237239,0.8293267538843,HARPS-B,nodata
2456488.67663186,15340.3594401624,1.2369025261699,HARPS-B,nodata
2456489.6677856,15348.6353071743,1.3844961465633998,HARPS-B,nodata
2456490.67378726,15350.4714359124,1.0332241870677,HARPS-B,nodata
2456558.54499311,15351.4232107916,1.0046777511561,HARPS-B,nodata
2456559.5560257,15349.9398974878,1.1566967459701,HARPS-B,nodata
2456560.55216358,15349.0341194779,1.1041815207449,HARPS-B,nodata
2456850.70001762,15350.1848260363,1.996516670953,HARPS-B,nodata
2456851.71243638,15349.271929864,1.3101388577415,HARPS-B,nodata
2456852.70318777,15350.279209914,1.3565929082072,HARPS-B,nodata
2456853.76729251,15354.5303584639,2.7312197651374,HARPS-B,nodata
2456855.69846649,15349.0992973451,1.1473814115024,HARPS-B,nodata
2456856.68804413,15348.9171169808,1.0966372297498,HARPS-B,nodata
2456904.54739481,15354.2430525169,1.1893827087707,HARPS-B,nodata
2456906.50074795,15355.6914589058,3.44742279648,HARPS-B,nodata
2456907.55950118,15347.4133597926,1.6944254969681,HARPS-B,nodata
2457226.67258085,15348.312877610602,1.3020012538242214,HARPS-A,nodata
2457227.67492907,15349.534451971302,1.2331283415212213,HARPS-A,nodata
2457228.66905886,15348.734923276603,1.7155472273335213,HARPS-A,nodata
2457229.68217984,15348.957627003902,1.1734401614130214,HARPS-A,nodata
2457230.67035855,15349.264382680401,1.1130536012737213,HARPS-A,nodata
2457232.64011578,15344.932115589103,2.2652572264517215,HARPS-A,nodata
2457283.5347588,15346.537458312303,1.9267306074539214,HARPS-A,nodata
2457284.56110328,15350.031755817103,1.4716173612599213,HARPS-A,nodata
2457587.69125081,15346.924669315102,1.5392355499173214,HARPS-A,nodata
2457664.54320229,15350.739163383203,1.2568998877131214,HARPS-A,nodata
2457665.51980526,15349.494764192203,1.2383051296660215,HARPS-A,nodata
2457809.88483567,15346.850935658302,1.3169438687246213,HARPS-A,nodata
2458048.5158767,15347.943544477903,1.0357569596897214,HARPS-A,nodata
