bjd,rv,rverr,exptime,fwhm,bis,contrast,tel
2455846.85980946,-9.3738950359466,0.000769887488818078,900.0054,6.98655322194607,-0.0301764574691763,48.061581471883,HARPS-B
2455850.86693183,-9.37198155618238,0.000688844928748398,900.0056,6.978295833522361,-0.0312576839345589,48.12576816142139,HARPS-B
2455851.85162345,-9.371319257572381,0.000632777429121995,900.006,6.98542711373176,-0.0281816034016078,48.068592216648,HARPS-B
2455852.85081759,-9.36758268549749,0.0009087387783977349,900.0057,6.9824538858383205,-0.0284747568075687,48.1332606584416,HARPS-B
2455983.54123004,-9.37380838667538,0.0005532339695132099,899.9939,6.977466804941161,-0.0297948244120541,48.1323087617983,HARPS-B
2455984.53358715,-9.376384958808618,0.000671160826902205,900.0052,6.9760578434658305,-0.0270435662196906,48.1570908155542,HARPS-B
2455985.53879025,-9.37980227955654,0.000659284127528461,899.9994,6.97991992176512,-0.0279870031664853,48.136022762058495,HARPS-B
2455986.55955905,-9.37783014378682,0.000536249379915278,899.9941,6.98016254991999,-0.0258112100590857,48.1066929244009,HARPS-B
2456298.69012729,-9.383744312731439,0.000707565945301213,900.0008,6.98023859880127,-0.0310893318157195,48.1388557608172,HARPS-B
2456299.69162135,-9.38233740938233,0.0008063572399067759,900.0011,6.98091996302186,-0.0289495986215407,48.1306253267331,HARPS-B
2456300.65788397,-9.38256424927417,0.000566608855310401,900.001,6.97660074263803,-0.0314142709559597,48.164870531031895,HARPS-B
2456301.64360079,-9.383888146900961,0.000629225957578833,900.0012,6.9826247547895095,-0.0301065237593221,48.1499298864072,HARPS-B
2456375.49931092,-9.38622107514299,0.000511888567871078,900.0011,6.9800483457559,-0.0288373797661752,48.1318175002304,HARPS-B
2456376.49689935,-9.38798786300073,0.000661917499433146,900.0009,6.983611962653309,-0.0290103988828978,48.1073416601941,HARPS-B
2456377.49916367,-9.391575703739651,0.000667716265548178,900.001,6.98291049139235,-0.0295499275611917,48.1168168835862,HARPS-B
2456378.50346523,-9.38959511155047,0.000581568255382309,900.001,6.97908965998196,-0.0275414655943482,48.132720015244296,HARPS-B
2456379.51670169,-9.38814043326779,0.000744044473759645,900.0009,6.977574873208599,-0.0284402705095097,48.1024604629915,HARPS-B
2456380.49392262,-9.38574233488957,0.000530634638137602,900.0011,6.97730079786108,-0.0275798961854896,48.1441741570646,HARPS-B
2456381.49050596,-9.38609621904585,0.000546589567862697,900.0006,6.9773147950063095,-0.0265266467654897,48.1387371287424,HARPS-B
2456558.898597,-9.37378200248725,0.00069633019038768,900.0004,6.98481561330855,-0.0319752735691115,48.1306081117221,HARPS-B
2456559.90200424,-9.373943944243461,0.0005745629396507,900.0007,6.9789916256229905,-0.0321852362586359,48.144107002422295,HARPS-B
2456560.92043549,-9.37801375521108,0.000637910780438915,900.0011,6.981956614588849,-0.031972999202651,45.626579774372104,HARPS-B
2456637.68648374,-9.37351645575284,0.000646786536255538,900.0007,6.983151614353041,-0.0289464708753702,48.0994452176994,HARPS-B
2456638.72684286,-9.374345346502539,0.000520822205287647,900.0001,6.9821304518485,-0.0321700771601954,48.1268598566383,HARPS-B
2456639.68794141,-9.37350581939986,0.0007172171943226849,900.0011,6.98040506902943,-0.0321151548984293,48.136050297418606,HARPS-B
2456640.67211736,-9.37522483050244,0.000667683753745455,899.9938,6.97818719070853,-0.0342005826233667,48.1532952100519,HARPS-B
2456641.68293542,-9.37397903105811,0.000555801985185254,899.9948,6.9820818236659,-0.0334493689314908,48.134398620449,HARPS-B
2456643.69214858,-9.372812764438,0.000639351858288631,900.0003,6.980041519087941,-0.0309029502618188,48.1473974095416,HARPS-B
2456708.56306642,-9.371467461502169,0.0005564797317812519,900.0018,6.98340110600616,-0.0272596182782223,48.11024689048671,HARPS-B
2456709.57832902,-9.373529298425039,0.000656316255891249,900.0014,6.984416382431071,-0.025529044590887996,48.12893335555471,HARPS-B
2456710.57009751,-9.37376081328008,0.0007299681701076519,900.0006,6.97623886416183,-0.0293111519708766,48.153235967216794,HARPS-B
2456711.57036037,-9.37255680447425,0.000580678411016796,900.002,6.98228270648855,-0.0276299118990071,48.132285689354894,HARPS-B
2456904.85861059,-9.37574203456815,0.000811796679424549,900.0018,6.979052691850081,-0.0297012771229106,48.147729383286,HARPS-B
2456906.84886257,-9.37651221428281,0.00111142518364686,900.001,6.980136810989491,-0.0261466100601542,48.147884844008395,HARPS-B
