HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
117367,2457226.83503965,-15.3127982441822,0.0005312522935678,899.9983,7.1936083872236,-0.0045713394786304,HARPS-A,127.9
117367,2457227.84844523,-15.3128825171742,0.0004692013769133,899.9983,7.19099279662041,-0.0056001074773561,HARPS-A,143.9
117367,2457228.82272636,-15.3131079230806,0.000793246145824,899.9984,7.18686647665452,-0.0066096385726393,HARPS-A,86.6
117367,2457229.83662787,-15.3137818978602,0.0005831745990117,899.9984,7.19254783577966,-0.0036762659810385,HARPS-A,116.6
117367,2457230.84130316,-15.3123511571011,0.0003991535421137,899.9984,7.19314840522367,-0.0034847456759994,HARPS-A,169.7
117367,2457232.82394739,-15.3154386979943,0.0012924488109386,899.9984,7.18541264282421,-0.0057763940341679,HARPS-A,54.9
117367,2457283.71776649,-15.3145343834399,0.0004082783528933,899.9984,7.19286225825222,-0.0050743358849594,HARPS-A,165.7
117367,2457587.86744792,-15.3185287887207,0.0005961529666444,899.9983,7.19352109761211,-0.0056090345965316,HARPS-A,115.0
117367,2457588.88338032,-15.3195244886722,0.0006751573862965,899.9983,7.19361846111108,-0.0054833038917045,HARPS-A,101.6
117367,2457664.71336133,-15.3137224613866,0.0004910056835097,899.9983,7.1921083336565,-0.0057971948936703,HARPS-A,138.2
117367,2458048.60146446,-15.3152920598731,0.0004991839178175,899.9982,7.18920879868879,-0.0015647565856102,HARPS-A,134.6
