time,mnvel,errvel,tel,svalue
2454964.48496376,44439.8067995706,0.3898308695706,HARPS-B,nodata
2455984.61947294,44436.7603015957,0.7154693837396,HARPS-B,nodata
2455986.62069106,44441.9659968989,0.7313802255777,HARPS-B,nodata
2456298.72660732,44430.5265499455,0.9843286158751,HARPS-B,nodata
2456299.72644182,44433.807192328,0.9478368708599,HARPS-B,nodata
2456300.69390308,44435.5372276829,0.9450382993652,HARPS-B,nodata
2456375.57383007,44432.3753037336,0.7213657094002,HARPS-B,nodata
2456377.56632145,44426.3430350323,0.7708633213696,HARPS-B,nodata
2456378.60110718,44429.9727383386,0.8755690373212001,HARPS-B,nodata
2456379.57154353,44435.0244456109,0.8315147319106,HARPS-B,nodata
2456380.57984872,44436.6183272895,0.7875416205761,HARPS-B,nodata
2456381.56599039,44434.4562528307,0.7814280310619001,HARPS-B,nodata
2456637.74466706,44441.0151334334,0.7406131434830999,HARPS-B,nodata
2456638.77234405,44437.1982562841,0.676279239218,HARPS-B,nodata
2456639.74652425,44437.5301845049,0.8150581947965,HARPS-B,nodata
2456640.70491659,44438.0734034865,0.9460807073953,HARPS-B,nodata
2456640.77962821,44438.1081307144,0.7997790310659,HARPS-B,nodata
2456641.7394551,44440.876650513404,0.7403357876469,HARPS-B,nodata
2456643.74141118,44442.0989411834,0.7664576648820001,HARPS-B,nodata
2456708.62102996,44441.5988975382,0.6893158019269,HARPS-B,nodata
2456709.6344714,44437.5019270319,1.0714934358732,HARPS-B,nodata
2456710.6281329,44437.956145267104,1.0627695185855,HARPS-B,nodata
2456711.62660864,44443.4941873597,1.1352172239594,HARPS-B,nodata
2456906.90920669,44442.9226079389,1.323065127302,HARPS-B,nodata
2456907.92049212,44444.4642315132,0.9152315696417,HARPS-B,nodata
2456960.83249664,44442.9287956677,0.7703520467464999,HARPS-B,nodata
2456961.789695,44441.5590804628,0.7666021295076,HARPS-B,nodata
2456963.79099205,44441.399764006805,0.7214422909817,HARPS-B,nodata
2456964.87432811,44444.456112122,0.812451886044,HARPS-B,nodata
2456965.78444029,44445.9156522204,0.6786461831421,HARPS-B,nodata
2456966.83439486,44445.227087304,1.0027058955111,HARPS-B,nodata
2457025.69572501,44445.265046950095,0.9740240713667,HARPS-B,nodata
2457026.70350179,44443.2067158828,0.8717762044557,HARPS-B,nodata
2457027.70441445,44443.4690298812,1.0313017569977,HARPS-B,nodata
2457028.7172824,44442.070117108895,0.8127268738373999,HARPS-B,nodata
2457763.78119695,44443.9936258049,0.7564099006444001,HARPS-A,nodata
2457764.66611042,44441.17532852459,0.8600730059094001,HARPS-A,nodata
2457807.66988931,44440.35336746319,0.9732876397836,HARPS-A,nodata
2457808.6233428,44436.09536935049,0.9253913769857,HARPS-A,nodata
2457809.59247829,44434.31520446159,0.7142512911047,HARPS-A,nodata
