time,mnvel,errvel,tel,svalue
2455983.70468685,10285.159667352,0.4816001586981,HARPS-B,nodata
2455984.70132739,10293.2689622318,0.4526682455119999,HARPS-B,nodata
2455985.69253837,10303.654187946,0.3783778392587,HARPS-B,nodata
2455986.70517056,10302.241056785,0.425881827219,HARPS-B,nodata
2456047.50361366,10299.7447956212,0.5484652703527,HARPS-B,nodata
2456048.47061617,10297.181168344,0.503239979187,HARPS-B,nodata
2456298.80708505,10282.5576616258,0.5054094823947,HARPS-B,nodata
2456299.7770015,10277.1835581046,0.5268104695365,HARPS-B,nodata
2456300.80110864,10275.3864743273,0.4756019788469,HARPS-B,nodata
2456301.72395998,10278.3694683226,0.5125304280534999,HARPS-B,nodata
2456375.65112064,10270.8709680344,0.4012931531513,HARPS-B,nodata
2456376.66178724,10274.8983823614,0.5471836539249,HARPS-B,nodata
2456377.64634361,10276.2719239419,0.4970059802719,HARPS-B,nodata
2456379.65142284,10265.0456444815,0.5228577296625,HARPS-B,nodata
2456380.644714,10265.567594032102,0.4415261834692,HARPS-B,nodata
2456381.63163897,10269.3231405913,0.4666238828641,HARPS-B,nodata
2456637.81160659,10274.9305608523,0.4364213125888,HARPS-B,nodata
2456638.85170018,10273.9244342513,0.3823438721336,HARPS-B,nodata
2456639.82303736,10274.0483379784,0.4186598582221,HARPS-B,nodata
2456640.8189356,10275.1098099593,0.4776021873971,HARPS-B,nodata
2456641.81887245,10273.2362474675,0.4894709061911,HARPS-B,nodata
2456643.82209958,10264.3871224244,0.4585698574301,HARPS-B,nodata
2456708.68531143,10270.8793016629,0.4327640646224,HARPS-B,nodata
2456709.70979563,10270.1109475748,0.5225608438539,HARPS-B,nodata
2456710.69517057,10268.4701125814,0.5208461947989,HARPS-B,nodata
2456711.69227968,10271.589234013,0.4873376082628,HARPS-B,nodata
2457025.75740041,10306.2680657523,0.4210469716606,HARPS-B,nodata
2457026.7669536,10306.3701542131,0.5080270021087,HARPS-B,nodata
2457028.8153045,10316.8476100131,0.4227089448994,HARPS-B,nodata
2457507.54278532,10254.186558513664,0.4491430712196895,HARPS-A,nodata
2457764.72292414,10285.115813402765,0.5342207737382895,HARPS-A,nodata
2457808.71554279,10349.100869975264,0.5111049979560895,HARPS-A,nodata
2457809.68666551,10355.195736685464,0.4639645182729894,HARPS-A,nodata
2458084.82998644,10213.693584373264,0.4191339490303895,HARPS-A,nodata
2458143.71856672,10231.582594190264,0.4497642525216895,HARPS-A,nodata
