bjd,rv,rverr,exptime,fwhm,bis,contrast,tel
2457226.7626701,45.571174849299,0.0006595907906317,899.9983,7.25343394430352,-0.0105360155142975,45.0596926818145,HARPS-A
2457232.72580674,45.5726375566249,0.0008131397952973451,899.9983,7.253646714286259,-0.00927821337476331,45.034521077655,HARPS-A
2457283.61846156,45.5722280604986,0.000707389824566542,899.9983,7.251277204315819,-0.0121810367829411,45.08751925061439,HARPS-A
2457284.63107346,45.5710221848004,0.000837127848320392,899.9983,7.253174855665719,-0.0126196261027047,45.0841014795067,HARPS-A
2457498.87902273,45.5616877858802,0.000799266040269708,899.9982,7.25612351024817,-0.0116100305768612,45.0597582721527,HARPS-A
2457587.76887107,45.5598053466756,0.000760046709693084,899.9983,7.255946887946121,-0.0101547565810236,45.048000663485794,HARPS-A
2457588.79395191,45.5627519689195,0.000618162653669333,899.9983,7.254859426075469,-0.0109195871631016,45.0319779056765,HARPS-A
2457664.63961892,45.561755318075704,0.0006575360903676691,899.9982,7.258933966021531,-0.0131974761670364,45.0517982398304,HARPS-A
2457665.58998345,45.5610617197493,0.0006386951121743741,899.9982,7.251690863269991,-0.0116165883397272,45.0612061328198,HARPS-A
2458045.54701423,-8.7318871841327,0.0444495560230452,899.9982,6.21354170021579,1.3928738038296797,0.455266432538039,HARPS-A
2458046.53880966,45.5654143544604,0.000559648717943144,1199.9982,7.25613807103409,-0.009321181497945471,45.0536990277579,HARPS-A
2458047.53806908,45.563541850781405,0.000580494199383867,1199.9983,7.2544719240416695,-0.00929715613239779,45.07068290336989,HARPS-A
2458050.58281881,45.56059923154321,0.0006146103170986651,899.9983,7.255622827410951,-0.00738911121226948,45.06091423920179,HARPS-A
2458329.81066438,45.5601137572343,0.00063585926910368,899.9982,7.257342804132169,-0.00856678683644674,44.9886540460921,HARPS-A
2458442.52978857,45.5540957309908,0.001966442034679,119.9982,7.266294419043111,-0.00602486998703,44.92181250731149,HARPS-A
2458693.69395986,45.564152457836,0.00297385867378732,119.9982,7.26498658620528,-0.00887587466812079,44.81620788207751,HARPS-A
2458718.73225436,45.566645986798804,0.00218894807809362,119.9982,7.26605542351374,0.00139209159030429,44.879269395968706,HARPS-A
2458719.77004338,45.5682402548597,0.00254953921540222,119.9982,7.26768130122457,-0.0134092828953669,44.7843583847622,HARPS-A
2458740.65341848,45.57156224711021,0.00186549445818375,299.9981,7.26150521022874,-0.00626626194886626,44.815808550827704,HARPS-A
