HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
5301,2457734.649085,34.7817391626233,0.0017412062246743,179.9982,6.98155691089523,-0.01456389724639,HARPS-A,41.7
5301,2457738.6172846,34.7835225110224,0.0007769638359672,899.9982,6.98851187139753,-0.0186613766890389,HARPS-A,87.5
5301,2458017.82240312,34.7504036858855,0.0023675372443478,168.8682,6.98863235175875,-0.0115602205935943,HARPS-A,31.5
5301,2458048.63565592,34.7568323505856,0.0005308786418872,1199.9983,6.98971404841169,-0.0169205920816538,HARPS-A,125.8
5301,2458329.93441218,34.7381044199496,0.0007146665376689,719.9983,6.99159538703844,-0.0191350190146053,HARPS-A,94.3
5301,2458691.82872262,34.7394120017796,0.000645682338834,899.9982,7.02362146805153,-0.0195900845040811,HARPS-A,100.7
5301,2458781.68115292,34.7397941162719,0.0008140050698243,899.9979,7.02191905323774,-0.0265618088837627,HARPS-A,80.9
5301,2458791.70927676,34.7412009559609,0.0008555121565441,899.9978,7.02443093770042,-0.0208605823777006,HARPS-A,76.9
5301,2458842.57685361,34.7376611839478,0.0010283697705665,899.9978,7.03688163040623,-0.0237371071048926,HARPS-A,62.8
5301,2458846.58757514,34.7383841876979,0.0009061757422062,899.9978,7.03867969945167,-0.0241155487305491,HARPS-A,71.3
5301,2458847.573671,34.7395935349626,0.0008979174072689,449.9979,7.04004218077777,-0.0205314044333917,HARPS-A,72.0
5301,2458847.57923758,34.7402724146058,0.0008825420488513,449.998,7.03639953153663,-0.0226618586096521,HARPS-A,72.9
5301,2459170.70799097,34.7685183683342,0.0014703846084451,599.9967,6.99230087052005,-0.0130660349681122,HARPS-A,50.5
5301,2459173.65210573,34.7717290863853,0.0008311839587635,599.9967,6.98834950068066,-0.0177348171501919,HARPS-A,84.8
5301,2459175.70464372,34.7717332698258,0.0010369799245891,599.9967,6.99341304578981,-0.0171101086621803,HARPS-A,67.9
5301,2459176.58983337,34.7717122047743,0.0009246363968295,599.9967,6.99942562202008,-0.016524159170423,HARPS-A,76.4
5301,2459193.60173226,34.7687633522011,0.0008655223018429,599.9966,6.99519745139687,-0.0212040360293884,HARPS-A,79.8
5301,2459197.52547304,34.770282939079,0.000745060806128,599.9965,6.99239606489814,-0.0162507616539074,HARPS-A,93.5
5301,2459216.55617105,34.76928662883,0.0010110715290296,599.9965,6.99493421767397,-0.0189539644302101,HARPS-A,68.6
5301,2459217.53178152,34.7694128132572,0.0008419869547199,599.9963,6.99419485493913,-0.0164573496485829,HARPS-A,82.2
5301,2459219.52826425,34.7732012803689,0.0009192479234152,599.9966,6.99630545796215,-0.018180276178235,HARPS-A,76.1
5301,2459221.53400556,34.7681308368436,0.0013773423899909,599.9964,6.98412737811469,-0.0157947632898967,HARPS-A,52.9
5301,2459223.5255705,34.7714389234538,0.0010191596319342,599.9964,6.99045642424285,-0.0190780689251966,HARPS-A,68.8
5301,2459409.90332106,34.7825811185784,0.0016373561292911,599.9965,6.98894479605525,-0.016502104182166,HARPS-A,44.2
5301,2459410.851465,34.7845183385985,0.0013832452408896,599.9965,6.98850604320399,-0.0107397631961845,HARPS-A,52.0
5301,2459411.93220198,34.7860847347909,0.0009748991523793,599.9966,6.9844589708638,-0.0107519227502735,HARPS-A,71.3
