HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
30158,2455983.59387611,44.8824037010583,0.0006097076770673,899.9939,6.93870000425216,-0.0340870748116089,HARPS-B,104.3
30158,2455984.59367118,44.8842774379155,0.0006504194767158,899.9997,6.93604756957348,-0.0336470146409766,HARPS-B,99.4
30158,2455985.57522575,44.8819487308375,0.0006843437515835,899.9939,6.93627760997364,-0.0343048664103449,HARPS-B,93.8
30158,2456298.70247753,44.8763841617893,0.0008908548289805,900.0008,6.9395245807048,-0.0377538669476536,HARPS-B,70.4
30158,2456299.70407054,44.8740971999519,0.0008952305449974,900.001,6.94066856167032,-0.030005387915935,HARPS-B,69.8
30158,2456300.67018854,44.8750529433482,0.0007215832885888,900.0012,6.94298271030461,-0.0393343852957315,HARPS-B,85.8
30158,2456375.55175576,44.8772303929936,0.0007094526252439,900.001,6.93813961933484,-0.0289840384304796,HARPS-B,89.1
30158,2456376.54905686,44.8759981583757,0.0007176106907613,900.0008,6.93822213289322,-0.0346469601317523,HARPS-B,88.2
30158,2456377.5444251,44.8771332231117,0.0006092689096416,900.0007,6.93859952993776,-0.0317443000617459,HARPS-B,102.7
30158,2456378.56513957,44.8763393106174,0.0006496889632235,900.0008,6.93998688750913,-0.0323150379775328,HARPS-B,96.1
30158,2456380.55618833,44.8765556652594,0.0006762901726204,900.0011,6.93976709432903,-0.0328091581476144,HARPS-B,91.7
30158,2456381.5430498,44.8756927568285,0.0006109242989765,900.0009,6.94048799654595,-0.033858341612202,HARPS-B,101.9
30158,2456637.69737631,44.8866557237199,0.0007419443748437,900.0009,6.94009503744066,-0.0322132483561575,HARPS-B,82.9
30158,2456638.7488597,44.8832750294933,0.0005696536503307,900.0007,6.94108395339625,-0.0331049622875668,HARPS-B,108.7
30158,2456639.73462402,44.8828687146047,0.0007183458796459,900.0025,6.94283851412411,-0.0351441288761194,HARPS-B,86.2
30158,2456640.68241278,44.8831438102257,0.0007637752574003,900.0009,6.94130002249632,-0.0326074493779416,HARPS-B,80.5
30158,2456641.71678754,44.8834304342981,0.0007849495455158,900.0007,6.94343107830784,-0.0337774751403828,HARPS-B,79.1
30158,2456643.71399503,44.8848637413589,0.0014632276818622,900.0006,6.95412081338018,-0.0411111976153791,HARPS-B,43.8
30158,2456708.59866921,44.8873047348871,0.0007500514052628,900.0025,6.94233179997725,-0.0321445167852445,HARPS-B,80.0
30158,2456709.61207712,44.8883273301797,0.0009362425265216,900.0011,6.94567635070457,-0.0274605425443468,HARPS-B,65.6
30158,2456710.60545049,44.8831901117885,0.0009505106882765,900.0011,6.94568264283328,-0.0289867639422283,HARPS-B,67.0
30158,2456711.60426312,44.8861992583712,0.0006971605719964,900.0016,6.94303493533161,-0.0333958115204211,HARPS-B,90.0
30158,2456906.88606676,44.8839992890713,0.0010842587583462,900.0012,6.95011396053565,-0.0354406992535203,HARPS-B,57.8
30158,2456907.89759358,44.8847575753894,0.0007523721957305,900.0019,6.94070027157228,-0.0348421421697935,HARPS-B,83.7
30158,2456960.80511546,44.8857117809151,0.0007170461437179,900.0019,6.94521965920486,-0.032902518029637,HARPS-B,85.8
30158,2456961.82505653,44.8844271561956,0.0007153493612246,900.0002,6.94115557558951,-0.0332829732286655,HARPS-B,87.8
30158,2456963.7691013,44.8869332617746,0.000660810067922,900.0018,6.9475339757915,-0.0335967941715936,HARPS-B,92.4
30158,2456964.85239992,44.8835926639304,0.000737530699316,900.0019,6.94382236210516,-0.0349388801554724,HARPS-B,83.8
30158,2456965.76253297,44.8837891098032,0.000543464711487,900.001,6.94498416999166,-0.033304344024252,HARPS-B,112.2
30158,2456966.78979903,44.885050484169,0.0007835324961303,900.0026,6.9425410985187,-0.0373260490724689,HARPS-B,78.5
30158,2457025.64882058,44.8830251009806,0.0006555931527654,900.0019,6.94580455553327,-0.0324945340820477,HARPS-B,93.9
30158,2457026.67848301,44.8846283194106,0.0008149748823275,900.0011,6.94443878798473,-0.0351351956778032,HARPS-B,76.2
30158,2457027.64338798,44.882987781137,0.0008986515391065,900.0007,6.94215365636977,-0.0294883968363777,HARPS-B,69.6
30158,2457028.69580361,44.8838342116158,0.0007829466822536,900.0025,6.9437704805468,-0.0340661682218268,HARPS-B,80.0
