HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
102040,2457226.69935221,-35.3102751512375,0.0005219983293521,249.9983,7.09002827790235,-0.0119757001772101,HARPS-A,136.7
102040,2457226.70260461,-35.3101653153157,0.0005310191300498,249.9983,7.08892321837654,-0.0081346353387417,HARPS-A,134.5
102040,2457226.70583386,-35.309269391483,0.0005215375494627,249.9983,7.08848762596521,-0.0084910024145372,HARPS-A,136.9
102040,2457227.72480604,-35.3076123718669,0.0006898278942969,249.9983,7.08484100455433,-0.0115721803214655,HARPS-A,104.6
102040,2457227.72794269,-35.3073977243724,0.000638718690184,249.9983,7.08766036426522,-0.0110548471420913,HARPS-A,112.5
102040,2457227.7312298,-35.3070359566863,0.0006155452872485,249.9983,7.08773583479722,-0.0116930487277287,HARPS-A,116.6
102040,2457228.71984117,-35.3086049509395,0.0007339900178268,249.9983,7.08563149599937,-0.0098133996314544,HARPS-A,97.8
102040,2457228.72353338,-35.3086590965304,0.0006499956027168,249.9984,7.08885549809615,-0.0105141364345016,HARPS-A,110.4
102040,2457228.72653114,-35.3065953466028,0.0005265360630341,249.9983,7.08959283694929,-0.0115184326555067,HARPS-A,135.3
102040,2457229.7325722,-35.3085406597761,0.0005461865994166,249.9984,7.09193050122202,-0.0095371426260157,HARPS-A,131.0
102040,2457229.73577828,-35.3087597109824,0.0005599227956113,249.9983,7.08863726695384,-0.0095034193126082,HARPS-A,127.9
102040,2457229.73906539,-35.30809392435,0.000648534041127,249.9983,7.08546570882208,-0.0119841456841243,HARPS-A,110.4
102040,2457230.720394,-35.308307606933,0.000641145273579,249.9983,7.08885657403995,-0.0094215630768204,HARPS-A,110.7
102040,2457230.7237274,-35.3080032926335,0.0006932052808471,249.9983,7.09227772155206,-0.0091938646795739,HARPS-A,103.2
102040,2457230.72697978,-35.3088840535292,0.0007085089390126,249.9983,7.08944053059122,-0.0099392246575007,HARPS-A,101.2
102040,2457232.70939059,-35.3058775535512,0.0010408167648839,249.9983,7.08963075021243,-0.0125046993644489,HARPS-A,70.4
102040,2457232.71261982,-35.3040601312526,0.0008749674145162,249.9984,7.09265016439079,-0.0127922175855204,HARPS-A,82.7
102040,2457232.71602266,-35.301752008874,0.0008961046395666,249.9983,7.0904195543376,-0.0072615626350582,HARPS-A,80.8
102040,2457283.5613698,-35.3079026462563,0.0007430564461308,249.9983,7.08859193758226,-0.0128067227561033,HARPS-A,98.1
102040,2457283.56464511,-35.3069539214479,0.0007062853527618,249.9983,7.08576584493037,-0.0091473049704262,HARPS-A,103.0
102040,2457283.56780468,-35.3068782549819,0.0006421169587954,249.9983,7.08459140082356,-0.0096650747017648,HARPS-A,112.9
102040,2457283.6262973,-35.3074555669684,0.0006548077196979,249.9983,7.0854810579702,-0.0131887930643728,HARPS-A,110.1
102040,2457283.62960733,-35.3076413610422,0.0006325364883774,249.9983,7.08660656024279,-0.0112984772453046,HARPS-A,113.7
102040,2457283.63280162,-35.3079231602706,0.0006230358276642,249.9984,7.08712084367867,-0.0103460933665005,HARPS-A,115.4
102040,2457284.57422678,-35.3099695736303,0.0006264735744024,249.9983,7.08991441457883,-0.0094297030605474,HARPS-A,115.3
102040,2457284.57761782,-35.3099673446985,0.0013209000874231,249.9983,7.09385739581557,-0.0117470916266456,HARPS-A,56.5
102040,2457284.58092784,-35.3062171607137,0.0012186210313748,249.9983,7.09173912253419,-0.0101314553774614,HARPS-A,60.8
102040,2457507.89868024,-35.3013297332243,0.0005512362596877,249.9983,7.11452031615564,-0.0071130335807936,HARPS-A,131.7
102040,2457507.90190966,-35.3007641520988,0.0005263427312438,249.9983,7.11265846011601,-0.0065448521924906,HARPS-A,137.4
102040,2457507.90513908,-35.300949636686,0.0005394941011093,249.9983,7.11335817457072,-0.0053359277496269,HARPS-A,134.0
102040,2457587.73857813,-35.3068641194863,0.0006073079317429,249.9983,7.08839855585577,-0.0086488808493072,HARPS-A,119.4
102040,2457587.74183054,-35.3068395216178,0.0005840722982583,249.9983,7.09406340502741,-0.0067412397876367,HARPS-A,123.8
102040,2457587.74508296,-35.3051098623497,0.0005740576095121,249.9983,7.09203501810353,-0.0070194707856003,HARPS-A,125.9
102040,2457664.5668496,-35.3055793792822,0.0003059400331671,899.9983,7.09515860518978,-0.0061725526147,HARPS-A,233.4
102040,2457665.5375755,-35.3095423394343,0.0002340906642996,899.9983,7.09576622359765,-0.0074865586932872,HARPS-A,307.7
102040,2458047.49187715,-35.3090557690062,0.0002539431300601,899.9982,7.09795343460883,-0.0060228716986117,HARPS-A,276.5
102040,2458048.50207908,-35.3111986253365,0.000272662279845,899.9982,7.095071848293,-0.0057976183963859,HARPS-A,256.8
102040,2458050.49697415,-35.3129030823926,0.0003124242487732,899.9982,7.08993283955512,-0.0083932572224299,HARPS-A,222.3
102040,2458625.91821202,-35.3074502888614,0.0003715341579842,899.9981,7.09193399881057,-0.0114389558231878,HARPS-A,196.9
