bjd,rv,rverr,exptime,fwhm,bis,contrast,tel
2457226.74782922,-43.7064890605308,0.000827588733126539,1099.9983,6.977947086732151,-0.022786133010392003,46.935776981758394,HARPS-A
2457227.75303453,-43.7034730432162,0.000833660551306075,1099.9983,6.97328916616459,-0.020009009602667,46.9441049030552,HARPS-A
2457228.73838852,-43.706810908578504,0.00073106214734845,1099.9983,6.9717660310367595,-0.0203232784108422,46.9494710814077,HARPS-A
2457229.75111374,-43.703527044149396,0.000768981757692621,1099.9984,6.97396733909868,-0.0216070411119418,46.92044002368,HARPS-A
2457230.73843212,-43.704916542174395,0.0009338898642081721,1099.9983,6.974377337437691,-0.0209421107412382,46.9358446974251,HARPS-A
2457232.69806412,-43.70236109507999,0.0009348774913732949,1099.9983,6.97561463506233,-0.0204638377448845,46.85732221966371,HARPS-A
2457283.60439202,-43.7084666127213,0.000915500942990742,1099.9983,6.97624161822904,-0.0185052035734543,46.926475913708,HARPS-A
2457284.61686206,-43.7093202743713,0.000831668445791558,1099.9983,6.97840945007648,-0.0191576964418516,46.926917231516704,HARPS-A
2457559.87986196,-43.709684252125996,0.000821354307696023,1099.9983,6.973943827712129,-0.0200410465046588,46.8663153813945,HARPS-A
2457560.77410287,-43.7130474591641,0.0008414670082086009,1099.9983,6.9712726832962595,-0.0189558850629297,46.919858736714204,HARPS-A
2457587.75621313,-43.7109801838703,0.00100721859074266,1099.9983,6.97675231386786,-0.0210272928995039,46.8944437266635,HARPS-A
2457610.63842641,-43.7095055385298,0.0011401017845795302,1099.9983,6.9679985455889,-0.0176107196851802,46.9624801730878,HARPS-A
2457664.65094843,-43.7058976786272,0.0009251614786144779,899.9983,6.97159148381992,-0.0202306413410156,46.9354124366084,HARPS-A
2457665.576259,-43.70687730021171,0.000949978299278265,899.9983,6.97763791289433,-0.0155436794712855,46.914088902912795,HARPS-A
2457682.59328293,-43.7086905788233,0.00107691832127275,899.9983,6.97393574767878,-0.0194707310471358,46.9384105025399,HARPS-A
2458046.52310796,-43.7085155465789,0.000716966619726199,1199.9982,6.98014341043867,-0.0177705266149673,46.9403049860841,HARPS-A
2458047.52091543,-43.7058798514575,0.000824456544923428,1199.9983,6.972978968327019,-0.0210710171144015,46.946368497673,HARPS-A
2458050.56867143,-43.7079900828343,0.000682377841822926,1199.9983,6.974442155204151,-0.0169181120392423,46.9356248171273,HARPS-A
2458619.81157645,-43.7059453500943,0.0011689001118209699,899.9982,6.97312608095262,-0.027350468429681,46.930974915792596,HARPS-A
2458620.9019428,-43.706376251172294,0.00163654465368047,899.9982,6.97939458675092,-0.0197842422286527,46.9185319321601,HARPS-A
2458621.88838682,-43.707731105168705,0.0014303160963220801,899.9982,6.974069493508299,-0.0189714074331846,46.8854991657917,HARPS-A
2458624.87272939,-43.701500798501606,0.000690809160485131,1499.9981,6.974564010821769,-0.0215559572881148,46.9306718687239,HARPS-A
2458625.84455168,-43.7054646142943,0.0009116819146039429,1499.9981,6.97453553152864,-0.0199041356741958,46.915404856102505,HARPS-A
