bjd,rv,rverr,exptime,fwhm,bis,contrast,tel
2455846.53732307,-43.7198164490195,0.00136386887168159,1100.0054,6.9613255391378095,-0.0336181711648464,47.0013793642391,HARPS-B
2455846.55182402,-43.7236099447206,0.00140460172959363,1100.0054,6.96064413104784,-0.0300332674809169,47.008193911933006,HARPS-B
2455847.56650823,-43.724469403494396,0.00181347102467337,1100.0056,6.968045173493099,-0.0307161196880941,47.0054465429802,HARPS-B
2455850.546004,-43.720783267925704,0.0009305932983511311,1100.0056,6.95803845715297,-0.0351497257086351,47.120868027235794,HARPS-B
2455851.54534067,-43.723105794207704,0.00074745648107761,1100.0058,6.949317303548749,-0.0328168945797316,47.1453387187516,HARPS-B
2455852.53622871,-43.7190008918135,0.0009635222901039991,1100.0057,6.95049733839795,-0.0363301551344861,47.12403549389871,HARPS-B
2456045.91192839,-43.7247465496847,0.00183267288205098,1099.9941,6.96592268841745,-0.0415462390646439,47.192843989628,HARPS-B
2456162.61991031,-43.72228522759271,0.0032000838180588197,1100.0003,6.9753518949127695,-0.0449239941762229,46.8853875500521,HARPS-B
2456164.69182373,-43.71912310952249,0.00157874094844063,1100.0004,6.95084023324103,-0.031823979219908,47.071699077328795,HARPS-B
2456165.67169846,-43.721413868030204,0.00107589124000013,1100.0001,6.9547590031793405,-0.030826906307496,47.1053304477794,HARPS-B
2456484.69278854,-43.7260295893258,0.00177822025418523,1100.0002,6.957282283360111,-0.0247925716718953,47.0144016317447,HARPS-B
2456484.78371699,-43.7295271610005,0.00192640874449661,1099.9995,6.951769603598809,-0.0299679641982209,47.029560934587096,HARPS-B
2456485.74911339,-43.7289428694431,0.0010640937257743199,1100.0012,6.9555699459279205,-0.0278013345239572,47.085117698706505,HARPS-B
2456485.79975129,-43.7291266262796,0.00102537695636,1100.0006,6.95749029878946,-0.0279081632019782,47.0494372708445,HARPS-B
2456486.71652225,-43.7257212442484,0.0008992740815998509,1100.0011,6.96298847215587,-0.0251327641781529,47.0489224943637,HARPS-B
2456487.68159161,-43.726748672136004,0.000919290144282426,1100.0007,6.960773981241619,-0.0292857646600737,47.0583044983324,HARPS-B
2456488.74077032,-43.7255079231524,0.000937549710590976,1100.0005,6.960518123898269,-0.0327125024833492,47.06918607634729,HARPS-B
2456489.72024657,-43.7169935559465,0.00104727747263625,1100.0001,6.962013764559019,-0.0283374555609157,47.038047129597,HARPS-B
2456489.85086258,-43.717772626107205,0.000959788115655651,1100.0008,6.9593965804494,-0.0325874950768821,47.0384552296031,HARPS-B
2456490.72741856,-43.7189400959416,0.000971652820293782,1100.0005,6.955732110080381,-0.0315213341639975,47.0813053200113,HARPS-B
2456557.62840933,-43.722467036879905,0.0035460496728586897,1100.0019,6.9610468494548705,-0.0517030486495287,46.71504666206761,HARPS-B
2456557.68360171,-43.719524397040395,0.00307836974669214,1100.0004,6.987879845968631,-0.0425653730713691,46.7235718207692,HARPS-B
2456558.61182613,-43.7228385911804,0.00100396101171627,1100.0004,6.961266505988901,-0.0356315686284603,47.0210321281979,HARPS-B
2456558.69449309,-43.720749509238395,0.0010762679659061698,1100.0003,6.9755510221318495,-0.0339009766275069,46.975850815401,HARPS-B
2456559.62305222,-43.722228670566395,0.00115560794417554,1100.0011,6.96198330042721,-0.0337189755665861,47.040803792206,HARPS-B
2456559.69592823,-43.7208626355544,0.00129596661149722,1100.0006,6.971793009196731,-0.0330135534934755,47.0132939043084,HARPS-B
2456560.61793608,-43.7241650488399,0.000939174450846992,1100.0001,6.95554827395715,-0.0353226155373179,47.0907225359528,HARPS-B
2456560.69967704,-43.722519564195004,0.0009591036208416529,1100.0013,6.953668279431679,-0.0327338030697746,47.07477342783339,HARPS-B
2456578.52685611,-43.7238636252403,0.000730863407952571,1100.0006,6.95657125538363,-0.0331634031198433,47.0373637763964,HARPS-B
2456580.5313754,-43.72311050392771,0.00115306002975739,1100.0009,6.958063048689481,-0.0295073308715743,46.9586297864682,HARPS-B
2456581.52778428,-43.7231402052614,0.000735991511493071,1100.0012,6.95682630680248,-0.0294720800148767,47.08978285603229,HARPS-B
2456582.49956555,-43.722735982314504,0.000790342719635658,1100.0,6.9549768594415,-0.0328526650861676,47.0631147478699,HARPS-B
2456586.49433903,-43.7220976922257,0.0008962276974366711,1100.0016,6.9593165896613005,-0.0301655403565348,47.04505857347179,HARPS-B
2456590.49915392,-43.7225916228151,0.0009216311198875619,1100.0,6.95534628082558,-0.0349259023672559,47.0276262775344,HARPS-B
2456592.49877138,-43.726985833777505,0.00120365724379655,1100.0,6.96065773378142,-0.0342996263791946,47.0353144001442,HARPS-B
2456594.50125863,-43.72298061910929,0.0008777542625956821,1100.0001,6.9559278629672505,-0.030163957541177004,47.0378409005833,HARPS-B
2456599.48636803,-43.723787691381105,0.00100213843861966,1099.9998,6.911614182035231,-0.0274666383121129,45.885226665111,HARPS-B
2456603.53349383,-43.726714714673996,0.000877515969847071,1100.0016,6.95662413484509,-0.0288598636531674,47.0686967118912,HARPS-B
2456605.53679403,-43.7248562198505,0.00103938122794864,1100.0009,6.964608158565951,-0.0311624294539357,47.03139330132149,HARPS-B
2456608.5485634,-43.728119164070904,0.00113262296760001,1100.0011,6.961326825039799,-0.0291217013804044,47.044542954901,HARPS-B
2456617.54675967,-43.7235707142562,0.0009394370655063949,1100.0008,6.95579009038646,-0.0305960751200018,47.07975340201649,HARPS-B
2456620.54548279,-43.726139706074896,0.000879686704384328,1100.0003,6.9562387890937005,-0.0293522464825813,47.0603218167225,HARPS-B
2456622.5523429,-43.7248536888761,0.000988268949464627,1100.0011,6.95691647737677,-0.0342219963204684,47.0365007386459,HARPS-B
2456625.50632457,-43.7259554734277,0.00105551063625868,1100.0006,6.94656038302364,-0.0299185091471088,46.75080194261379,HARPS-B
2456850.74046345,-43.72028754320851,0.00118504819577961,1100.001,6.959936537726571,-0.0272671752015086,46.9840585202859,HARPS-B
2456852.75914823,-43.7250460749837,0.00161221280640264,1100.0006,6.95090108158417,-0.0322879184900913,46.95595086466471,HARPS-B
2456853.82637142,-43.7205213287914,0.0015049821919517802,1100.0001,6.96801349334468,-0.0335679489359251,46.982619835973104,HARPS-B
2456854.85126556,-43.7207443644298,0.00154690081719275,1100.0013,6.95889470581392,-0.0289231886710937,47.0056873524778,HARPS-B
2456855.7648944,-43.720331750871104,0.0014587156543192801,1100.0012,6.955046287943361,-0.0419370867120534,47.0288581001691,HARPS-B
2456856.75339587,-43.7221472723087,0.0010238375680347198,1100.0008,6.95556030342066,-0.0375314935237867,47.05957255732321,HARPS-B
2456904.6108438,-43.7211316931589,0.0011577003225133199,1100.0001,6.95650608811685,-0.028765775822869,47.0619549030085,HARPS-B
2456906.60114278,-43.720674022339004,0.0023134454178812,1100.0015,6.968025310787519,-0.026367060023766,46.8369567835882,HARPS-B
2456907.61464566,-43.7209286308977,0.00124306867092534,1100.0015,6.961182745862559,-0.0303074104644097,46.99560364064261,HARPS-B
2456963.50204665,-43.7252161223346,0.00115937623384586,1100.002,6.95800255770931,-0.0253493055157747,46.95937846565929,HARPS-B
2456965.52801599,-43.7242664634391,0.000755126608636296,1100.0009,6.95997000070427,-0.0308617343698927,47.0382105458399,HARPS-B
2456966.54976742,-43.723897729747,0.000930078363625859,1100.0015,6.9591805622189495,-0.031812995996474996,47.0035297274372,HARPS-B
