bjd,rv,rverr,exptime,fwhm,bis,contrast,tel
2456047.74412706,-35.589083580307296,0.000519469891501636,899.9941,6.85407154382985,-0.0363783824252053,47.3293024535839,HARPS-B
2456048.74070132,-35.5900929806449,0.00045406530435582003,899.9997,6.85508636960762,-0.0344583000064915,47.3150530097093,HARPS-B
2456375.87726696,-35.6111361770877,0.000357819600777545,900.0009,6.856871682465741,-0.0371390616643907,47.2936085330443,HARPS-B
2456376.84343684,-35.612293526232,0.00043556204946444704,900.0009,6.858198252297949,-0.0360544726668692,47.2860503488671,HARPS-B
2456377.83322979,-35.6130313708512,0.000404166255292515,900.0009,6.858072170319249,-0.0369706287326608,47.2759944695338,HARPS-B
2456378.80675913,-35.6129188179927,0.000403997729654594,900.0009,6.855550011170571,-0.0361446917047132,47.29043803985579,HARPS-B
2456379.83989728,-35.6067173905765,0.000413213174251717,900.0011,6.85806342850001,-0.035774668578,47.2782587679537,HARPS-B
2456380.84202555,-35.6050867034806,0.000377180068067633,900.0007,6.8575129924344305,-0.0349476455615516,47.28862645155029,HARPS-B
2456381.84211551,-35.6056506275941,0.000361157171462797,900.001,6.85632626127051,-0.036355516264166,47.289906402997104,HARPS-B
2456484.61124574,-35.6183193808093,0.000592823098907422,900.0007,6.85877743572487,-0.0369931892081681,47.2864466431236,HARPS-B
2456485.59621795,-35.6197281490971,0.00044685068841856504,900.0003,6.85920451263733,-0.0369422742124641,47.2854291031384,HARPS-B
2456486.5812358,-35.618599541752204,0.000417555379595796,900.0003,6.86156830965992,-0.0367704540140537,47.2863169659797,HARPS-B
2456487.60991865,-35.619577009709,0.000373991537993781,900.0002,6.8594476469743,-0.0362665125137056,47.290204004593605,HARPS-B
2456488.61782697,-35.6201026437723,0.000440033441263633,900.0007,6.861686237332361,-0.0364640200256474,47.29034841517179,HARPS-B
2456489.56431587,-35.6098373236266,0.0005353048542022411,899.9942,6.8595261708966895,-0.0366461806010108,47.2673702760517,HARPS-B
2456490.58505767,-35.6056445404544,0.000393132952477442,900.0008,6.85579497414222,-0.0384521957727912,47.27514207296921,HARPS-B
2456708.87201412,-35.6070134116953,0.000420800364572211,900.0021,6.85977446527952,-0.0378308172591559,47.24707164788921,HARPS-B
2456709.89310809,-35.6076084957841,0.00044033758268209003,900.0017,6.85835797983796,-0.0362730655700005,47.25316707388921,HARPS-B
2456710.89065801,-35.607197001169894,0.000473023143250959,900.0022,6.85652774123232,-0.037197362123031,47.2653435886405,HARPS-B
2456711.86509215,-35.6061160372062,0.000459416383813054,900.0008,6.857543675383179,-0.0344709691067777,47.2638698131564,HARPS-B
2456850.60994071,-35.595714069552,0.000547686333777613,900.0012,6.857866419871661,-0.0358966307906456,47.25202111343351,HARPS-B
2456852.60406001,-35.5976778373473,0.000612267230664266,900.0013,6.8592715502660795,-0.0344186088868099,47.2569680896162,HARPS-B
2456855.55731476,-35.596057035232,0.000678155150688046,900.0011,6.86010785382151,-0.0367842734063828,47.2685924514902,HARPS-B
2456856.59403869,-35.5985062729697,0.00048061102681414903,900.0001,6.86395170492687,-0.0355388472206286,47.2487775537392,HARPS-B
