bjd,rv,rverr,exptime,fwhm,bis,contrast,tel
2457227.5244842004,-35.587480834419104,0.000311583868186444,899.9984,6.87498545593612,-0.0213919588824609,47.143861838983895,HARPS-A
2457228.54430795,-35.5899635961974,0.000332599142529909,899.9983,6.87634448404592,-0.0231540450780727,47.1337799091687,HARPS-A
2457229.56903828,-35.590725593955796,0.00034773006787608196,899.9983,6.87686280808921,-0.0204082126733525,47.1299177368752,HARPS-A
2457230.57334169,-35.5922427165275,0.000326272195346737,899.9984,6.87684920660977,-0.0219801010082321,47.126148869443,HARPS-A
2457509.81966949,-35.362933245810204,0.000380847270843692,899.9983,7.02657367531767,0.0350453417718626,46.14738800584271,HARPS-A
2457511.80660984,-35.5743689424166,0.000334412866841967,899.9983,6.88336008372923,-0.0214998947317966,47.08315282359239,HARPS-A
2457808.86780424,-35.584581771950496,0.000400473095521151,899.9982,6.87283079548403,-0.0225090906868459,47.151168206576,HARPS-A
2457809.86425316,-35.5858883544463,0.00039617488784531697,899.9982,6.87160101888579,-0.0241982095999447,47.13949213444779,HARPS-A
2458192.86295354,-35.5695083479129,0.00032350494780089903,899.9982,6.87428883468301,-0.0224150450278913,47.1534220883179,HARPS-A
2458328.54882668,-35.567081551860596,0.000432631163799652,899.9982,6.870744976232411,-0.0248483484916591,47.16929114240521,HARPS-A
2458329.46846028,-35.5658924772075,0.00035651667705724303,899.9983,6.8732132320632395,-0.0217946781811094,47.16398150423,HARPS-A
2458330.50902099,-35.5697749650093,0.000347242119659763,899.9983,6.87493065860947,-0.0235521804936454,47.155817848697005,HARPS-A
2458331.46686847,-35.570874116706,0.000321957142226182,899.9983,6.874870223241969,-0.0240411423651565,47.153067036766004,HARPS-A
2458622.69700458,-35.5576112022555,0.000879378349371463,899.9982,6.87761931826261,-0.0211326828299079,47.0273663286798,HARPS-A
2458712.4716792004,-35.554129242238396,0.0005678926837138441,899.9982,6.87701492329334,-0.0234491054472485,47.1401283425476,HARPS-A
