time,mnvel,errvel,tel,svalue
2455983.79956601,35644.2799748745,0.5336125258716,HARPS-B,nodata
2455984.78522429,35645.231837105595,0.6144903352508,HARPS-B,nodata
2455985.77602034,35644.041246361,0.5290751644187,HARPS-B,nodata
2455986.78837858,35646.6023361319,0.5905278413189,HARPS-B,nodata
2456042.66942256,35649.591078297,0.5250179428476001,HARPS-B,nodata
2456047.62695664,35651.1130934634,0.6158861343887,HARPS-B,nodata
2456048.63583322,35651.3698541401,0.6997189609263,HARPS-B,nodata
2456068.46737155,35647.6688545852,0.9113785477426,HARPS-B,nodata
2456068.47114442,35646.4220039469,0.8746673888331,HARPS-B,nodata
2456068.47503303,35646.4449320524,0.8753939553926,HARPS-B,nodata
2456069.49969141,35646.5971631717,0.5301431477841,HARPS-B,nodata
2456070.50577366,35651.156176954995,0.5552843325739,HARPS-B,nodata
2456075.49580221,35646.5265405911,0.6333834803532999,HARPS-B,nodata
2456077.48326827,35647.0386071408,0.6657438047356999,HARPS-B,nodata
2456299.86653381,35641.191196347994,0.5628311827785999,HARPS-B,nodata
2456301.75917745,35643.0837188328,0.7838042890364999,HARPS-B,nodata
2456375.7314398,35642.2568586185,0.5654832948969,HARPS-B,nodata
2456376.72529673,35645.5925485125,0.6480486041916,HARPS-B,nodata
2456377.70475366,35645.4986582769,0.5508325401026001,HARPS-B,nodata
2456380.72001335,35646.6264406447,0.4923636668827,HARPS-B,nodata
2456381.71860724,35646.3629908781,0.4973059587134,HARPS-B,nodata
2456484.49737876,35647.091757660695,0.5914240349688,HARPS-B,nodata
2456485.50152917,35648.8486248988,0.5477428360615,HARPS-B,nodata
2456486.48752184,35648.3319870257,0.4472938503138,HARPS-B,nodata
2456490.5072637,35657.9029490733,0.5538697058806,HARPS-B,nodata
2456708.75828417,35662.1613855703,0.5753891036523999,HARPS-B,nodata
2456709.77940379,35660.8825961691,0.6541236173202,HARPS-B,nodata
2456710.77773122,35660.1030981981,0.712666135337,HARPS-B,nodata
2456711.75065063,35662.4161468636,0.6483802261895,HARPS-B,nodata
2456851.49691916,35662.9944355756,0.5914003971356,HARPS-B,nodata
2456852.49661447,35663.8770042048,0.6144458735532,HARPS-B,nodata
2456854.47773223,35664.2121397753,0.8799457479857999,HARPS-B,nodata
2456855.48809873,35663.3009518579,0.5093706783248,HARPS-B,nodata
2456856.46961416,35661.3071744054,0.6653000467708,HARPS-B,nodata
2457025.83884021,35663.941206974894,0.4934688114551999,HARPS-B,nodata
2457028.842951,35660.6859777028,0.7629942210189,HARPS-B,nodata
2457229.49531545,35645.688038522814,0.568349339501675,HARPS-A,nodata
2457764.82768163,35649.25971006011,0.5225877678963751,HARPS-A,nodata
2457807.82088259,35656.081933208814,0.661091520826775,HARPS-A,nodata
2457808.78814025,35654.59196722051,0.755487046393275,HARPS-A,nodata
2457809.73426109,35653.09412138831,0.617874378855275,HARPS-A,nodata
