HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
118115,2455846.66901008,-31.1131979271574,0.0006095333998626,900.0053,7.03144024853201,-0.0193971894622713,HARPS-B,108.0
118115,2455846.69756219,-31.1155773038351,0.0006424463308697,900.0054,7.03458731465329,-0.0224793438639352,HARPS-B,102.0
118115,2455846.72428567,-31.1146865020652,0.0007479514691103,900.0055,7.03104845543354,-0.0226246148494091,HARPS-B,87.6
118115,2455850.66375891,-31.1150197952128,0.0005669647014444,900.0057,7.0323336812865,-0.0158873699196924,HARPS-B,116.5
118115,2455851.65830767,-31.1160960648454,0.0005639181295042,900.0059,7.03277567664353,-0.0181902474220692,HARPS-B,116.9
118115,2455852.65125779,-31.1157114408548,0.0006225579133504,900.0056,7.03101158394492,-0.0184273220945457,HARPS-B,106.2
118115,2456164.79985193,-31.1118954733431,0.000726290224108,900.0004,7.03568469884298,-0.0195465763968308,HARPS-B,90.4
118115,2456165.77734129,-31.1130801208583,0.0006604612704408,900.0002,7.03288339290291,-0.0159152978442947,HARPS-B,99.2
118115,2456485.86976136,-31.1212624776308,0.0005881904536764,900.0005,7.04199591136207,-0.0161130813412491,HARPS-B,112.1
118115,2456486.81930057,-31.1241418780123,0.0006197037468472,900.0008,7.03932574999814,-0.0174260759227032,HARPS-B,105.1
118115,2456487.79748745,-31.1202884701374,0.0005383911647015,900.0,7.03904291474223,-0.0170294591457036,HARPS-B,121.1
118115,2456488.84548286,-31.1204046957573,0.000589464235245,900.0002,7.03818294261848,-0.018664175626725,HARPS-B,110.8
118115,2456489.80938464,-31.1131171003915,0.0006306262649743,900.001,7.03914893977981,-0.0167867417331848,HARPS-B,103.5
118115,2456490.81718985,-31.1133922688567,0.0006165801873635,900.0013,7.03729580410101,-0.01710289338547,HARPS-B,106.3
118115,2456557.71572336,-31.117172863399,0.0015028656177001,900.0008,7.03856296733726,-0.0260252064074322,HARPS-B,45.6
118115,2456558.72258979,-31.1171577823297,0.0005284605631583,900.0008,7.0371288505633,-0.0195660693510646,HARPS-B,124.4
118115,2456559.74046135,-31.1167117264939,0.0006013261758004,900.0003,7.03976547748803,-0.0167336866668357,HARPS-B,109.6
118115,2456560.72959313,-31.1171043353391,0.0004607686333853,900.0004,7.03994576923919,-0.0207613592388221,HARPS-B,142.2
118115,2456637.55382467,-31.1109744561299,0.0005069007380958,900.0015,7.04142285823889,-0.0197513157150482,HARPS-B,129.7
118115,2456638.5849145,-31.1135004585305,0.0005381154718162,900.001,7.03681308592101,-0.0201581737817236,HARPS-B,123.4
118115,2456639.5689255,-31.1138236065333,0.0005755416489307,900.0014,7.04183927869696,-0.0215391396600637,HARPS-B,114.4
118115,2456640.58381293,-31.1101745334653,0.0006711345017827,899.9997,7.03919603656929,-0.0207741196870863,HARPS-B,98.1
118115,2456850.84350983,-31.1167651108277,0.0008383665956306,900.0002,7.0383138171073,-0.0156797483133069,HARPS-B,78.3
118115,2456851.87512811,-31.1160680860049,0.0004853741657966,900.001,7.04101215117799,-0.0177733590758642,HARPS-B,134.6
118115,2456852.82794252,-31.1163191657769,0.0008219413813023,900.0013,7.03540357566748,-0.0199176612117746,HARPS-B,80.6
118115,2456853.92527103,-31.1118737789708,0.0010721453590898,900.0009,7.0429786495583,-0.0201948469522115,HARPS-B,62.4
118115,2456856.84363195,-31.1168345670617,0.0007598519194823,900.001,7.03864648106141,-0.0180360823248158,HARPS-B,86.7
118115,2456904.70815561,-31.1151991167517,0.0005827562794373,900.0015,7.04142909148203,-0.0167965305277029,HARPS-B,110.8
118115,2456906.69816244,-31.1156295983306,0.0010609351581143,900.0014,7.04113179788677,-0.0152530978404144,HARPS-B,62.2
118115,2456907.71069271,-31.1151405296709,0.0007391087350671,900.0009,7.03719423685678,-0.0190114803300752,HARPS-B,87.8
118115,2456960.66445452,-31.1173677211151,0.0005406892170351,900.0018,7.04279488249822,-0.0165032632629405,HARPS-B,121.4
118115,2456961.59431171,-31.1170957365869,0.000556519072695,900.0015,7.04130970952425,-0.01874225681048,HARPS-B,118.2
118115,2456963.5972883,-31.1151635669599,0.0005034149566704,900.001,7.04290502881148,-0.0173371403063811,HARPS-B,130.0
118115,2456966.64922315,-31.1149527351558,0.0007106577970832,900.0017,7.0455549714004,-0.0170889437964732,HARPS-B,92.8
