HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
HD50806,2452948.86205994,72.4811946974121,0.000700341606403,464.7963,7.06153720369254,-0.0132173905870019,HARPS-B,91.0
HD50806,2452989.72721065,72.4865528772915,0.0006019868304136,194.7962,7.05657728696005,-0.0111446552368477,HARPS-B,103.1
HD50806,2453053.57172334,72.4905102259628,0.0007169253417703,89.6967,7.0609243004271,-0.0092036495105674,HARPS-B,87.8
HD50806,2453064.58152616,72.4921895247143,0.0004855378881858,265.8963,7.06738240310634,-0.009035592421597,HARPS-B,125.3
HD50806,2453296.87671238,72.4781963158951,0.0008661072523271,59.9827,7.06270326685352,-0.0087324194881119,HARPS-B,73.7
HD50806,2453296.87777726,72.480089695315,0.0008692030372893,59.9827,7.05837009516556,-0.0116773014117797,HARPS-B,73.4
HD50806,2453296.87881899,72.4829561065127,0.0008170916014404,59.9821,7.05798914880984,-0.0102115957952975,HARPS-B,77.8
HD50806,2453296.87986072,72.4852865807007,0.0008388411183912,59.9819,7.06226275446793,-0.0084911748956528,HARPS-B,76.0
HD50806,2453296.88094875,72.4848975445307,0.0008251209877105,59.9822,7.06418174814211,-0.0103160680023962,HARPS-B,77.1
HD50806,2453296.88200206,72.4837640504908,0.0008003537935641,59.9827,7.06007227977463,-0.011275308012614,HARPS-B,79.3
HD50806,2453296.88306694,72.4806613052013,0.0008317497609707,59.9817,7.0603248766453,-0.0105786871570217,HARPS-B,76.6
HD50806,2453296.88412024,72.4799400898601,0.0008119592490369,59.9824,7.05978862695503,-0.0099575960369122,HARPS-B,78.3
HD50806,2453296.88518513,72.4816413614618,0.0008161627212203,59.983,7.0610282643957,-0.0125295168700035,HARPS-B,77.9
HD50806,2453296.88623843,72.4805097270219,0.0008515656771904,59.9819,7.06824357214126,-0.0090239788615207,HARPS-B,75.0
HD50806,2453490.48045036,72.4799469451623,0.0002870654404126,424.9812,7.06596437835341,-0.0114499460249107,HARPS-B,210.4
