HIP,bjd,rv,rverr,exptime,fwhm,bis,tel,snr
44935,2454964.52439314,-38.1553263984944,0.0004721991507042,3000.0,7.17517019832866,-0.0246136938321726,HARPS-B,137.1
44935,2455984.71407051,-38.1559584059569,0.0008508413454297,899.9997,7.16763190280023,-0.0275502458894721,HARPS-B,77.2
44935,2455985.70477556,-38.1548264181712,0.0007169333321803,899.9941,7.16743590414073,-0.0258360261048836,HARPS-B,90.4
44935,2455986.71654305,-38.1542377725129,0.0008671874498476,899.9996,7.16836548175083,-0.0264393583341374,HARPS-B,75.5
44935,2456048.4953734,-38.1529954076505,0.0010751580476775,899.9998,7.17315356139794,-0.0291881776090861,HARPS-B,61.2
44935,2456298.81913913,-38.1684702842525,0.0009768997663227,900.0009,7.17193601460701,-0.0272983049124704,HARPS-B,66.8
44935,2456299.76497384,-38.1681135084256,0.0011108283146725,900.0012,7.17357237353573,-0.023619584291211,HARPS-B,59.0
44935,2456301.738136,-38.1628194841971,0.0010241702934637,900.0013,7.17398672976379,-0.0216290447621361,HARPS-B,63.3
44935,2456375.66329953,-38.1641059654366,0.0008068636677433,900.0008,7.16411438601833,-0.0273476932395766,HARPS-B,80.8
44935,2456378.63956316,-38.1660574809825,0.0010576381924912,900.0008,7.16790337880664,-0.0265929744069169,HARPS-B,62.0
44935,2456379.61233705,-38.1654548936943,0.0010477491150519,900.0011,7.17406424308323,-0.0218884899775134,HARPS-B,62.2
44935,2456380.60721471,-38.1628945579675,0.0008247695840408,900.0007,7.17598543058713,-0.0279313610742449,HARPS-B,77.8
44935,2456381.62023805,-38.1643276700429,0.0009064497822698,900.0011,7.1731141669787,-0.0262714094004011,HARPS-B,71.1
44935,2456637.83593568,-38.1580934517792,0.0008674463914815,900.0006,7.17522683576657,-0.0283510838899943,HARPS-B,75.1
44935,2456638.8637646,-38.159459442424,0.0008026243908927,900.0006,7.1691913315136,-0.0289828522168349,HARPS-B,80.8
44935,2456639.83468966,-38.1601208567147,0.000964101438379,899.9998,7.17648134103295,-0.0250347599586789,HARPS-B,68.0
44935,2456640.83021068,-38.1616507854943,0.0008932897465158,899.9933,7.17148006517233,-0.023122350365675,HARPS-B,73.0
44935,2456641.8303954,-38.1598660180085,0.0009799002282523,900.0017,7.17336475628678,-0.0263565971472985,HARPS-B,66.3
44935,2456643.83389849,-38.1560629114974,0.0009334046252031,899.9994,7.17114022368886,-0.0269371187537928,HARPS-B,69.9
44935,2456708.69699971,-38.1581040276128,0.0008925296439065,900.001,7.17862321377319,-0.0288859379288695,HARPS-B,72.4
44935,2456709.72160353,-38.1567079373276,0.0010092135232701,900.0023,7.18195512760522,-0.0299780231096065,HARPS-B,64.8
44935,2456710.70639187,-38.1574559163524,0.0009776678902248,900.001,7.17260159225065,-0.0279662059613486,HARPS-B,66.4
44935,2456711.70375925,-38.1572031929868,0.0009208868620853,900.001,7.17534981648636,-0.0239714232797681,HARPS-B,70.4
44935,2457025.76921438,-38.1561321310076,0.0007300136744037,900.0013,7.17543231831138,-0.0265460637167934,HARPS-B,88.9
44935,2457026.77842563,-38.1568927363448,0.000923992347364,900.0016,7.17322936271815,-0.0262850181843746,HARPS-B,70.7
