time,mnvel,errvel,tel,svalue
2452989.86224936,54854.3835709007,0.7571014062420001,HARPS-B,nodata
2453053.84175526,54857.466048926,0.7586973623461,HARPS-B,nodata
2453759.80821415,54853.540504949,0.2649746359975,HARPS-B,nodata
2454141.79067454,54853.3872171357,0.264297375322,HARPS-B,nodata
2455289.69846392,54853.0430929841,0.2990618376584,HARPS-B,nodata
2455292.69571996,54855.5086369103,0.5498188614467,HARPS-B,nodata
2455308.61084575,54854.1921122362,0.2582198338276,HARPS-B,nodata
2455320.58098462,54856.503941998,0.400207106469,HARPS-B,nodata
2455327.55950971,54856.2248841547,0.3646238625494,HARPS-B,nodata
2455340.64168777,54853.7034238762,0.5065940186059,HARPS-B,nodata
2455625.80816589,54853.9203562852,0.3854519665564,HARPS-B,nodata
2455626.80404214,54856.1741007497,0.4750971555142,HARPS-B,nodata
2455633.76074594,54856.0150861934,0.3220461630425,HARPS-B,nodata
2455635.74784946,54856.589414830094,0.4910248832923,HARPS-B,nodata
2455637.68983178,54853.4710749948,0.5171956668667,HARPS-B,nodata
2455657.6067655,54854.4285716225,0.266319602321,HARPS-B,nodata
2455663.55084295,54854.8454935692,0.3985105432956,HARPS-B,nodata
2455676.64793928,54854.629436909,0.3336916179136,HARPS-B,nodata
2455680.57293855,54853.7713725457,0.2978862410343,HARPS-B,nodata
2455685.55975789,54853.475949775006,0.2579658558028,HARPS-B,nodata
2455692.61404502,54856.8443218526,0.4623174437343,HARPS-B,nodata
2455712.48859506,54853.8034701191,0.3164766332829999,HARPS-B,nodata
2455983.7607823,54855.5842505805,0.3296551016378,HARPS-B,nodata
2455984.76010395,54855.1849983715,0.3745820444645,HARPS-B,nodata
2455985.75138028,54854.0171373403,0.3203672877974,HARPS-B,nodata
2455986.7637443,54855.2743844773,0.3622059338628999,HARPS-B,nodata
2456042.5728822,54860.725286710905,0.4733449686866,HARPS-B,nodata
2456047.60125626,54859.6831135565,0.4522034479468,HARPS-B,nodata
2456048.61049259,54860.135066882496,0.4314574622922,HARPS-B,nodata
2456068.49542688,54853.9993758337,0.2930268566603,HARPS-B,nodata
2456069.44817737,54856.2608427203,0.3934286087558999,HARPS-B,nodata
2456070.45381784,54857.0944762482,0.2998782961134,HARPS-B,nodata
2456071.45190011,54854.8068855917,0.3331556579312,HARPS-B,nodata
2456075.46904724,54855.6399220724,0.4226826185514,HARPS-B,nodata
2456298.87562956,54844.274008976,0.3726686348342999,HARPS-B,nodata
2456300.83264328,54844.53346661379,0.3137839139573999,HARPS-B,nodata
2456356.77196618,54852.9901573795,0.3643462056988,HARPS-B,nodata
2456363.64734146,54852.948153910605,0.4618448724382,HARPS-B,nodata
2456368.7364631,54852.1130199315,0.4169312069657,HARPS-B,nodata
2456372.74971901,54854.059881369896,0.2875244829216,HARPS-B,nodata
2456375.70434683,54847.88326422,0.3507004047844,HARPS-B,nodata
2456376.70028149,54849.618349933895,0.4453473776295,HARPS-B,nodata
2456377.68960612,54848.1037101214,0.3391934456349,HARPS-B,nodata
2456378.67833929,54847.3595478293,0.3847351715182,HARPS-B,nodata
2456379.70124967,54848.1967069837,0.3686934990145,HARPS-B,nodata
2456380.69407768,54847.863340839904,0.3397732168854,HARPS-B,nodata
2456381.69207812,54847.5709780625,0.3359384135974,HARPS-B,nodata
2456484.47040411,54848.8035379711,0.4427389637193,HARPS-B,nodata
2456485.46597274,54846.3415103761,0.3531556798062999,HARPS-B,nodata
2456486.47155245,54845.7240140248,0.3106812546899999,HARPS-B,nodata
2456487.48705069,54845.6203113413,0.3300410401279,HARPS-B,nodata
2456488.46631319,54845.5811992213,0.3111452108367,HARPS-B,nodata
2456489.47158113,54853.5013108972,0.5254701072583,HARPS-B,nodata
2456490.47160664,54854.086028651,0.3782019953938,HARPS-B,nodata
2456639.85469988,54855.0656360396,0.3865540462859,HARPS-B,nodata
2456640.86183985,54853.1163054525,0.3517543286008,HARPS-B,nodata
2456641.8651142,54854.0528991846,0.348674020642,HARPS-B,nodata
2456643.86703401,54855.5866505015,0.3923231026546,HARPS-B,nodata
2456708.73370113,54856.5614057206,0.3888124493468,HARPS-B,nodata
2456709.75447605,54854.6725550082,0.4123702662383,HARPS-B,nodata
2456710.75284158,54853.2258542481,0.4238907663533,HARPS-B,nodata
2456711.73691155,54854.449928085305,0.4126737051269,HARPS-B,nodata
2456851.48433777,54855.6171842103,0.6738369489411,HARPS-B,nodata
2456852.45972297,54856.2501226032,0.4318708100642,HARPS-B,nodata
2456855.45372257,54856.1353017191,0.3347684784576999,HARPS-B,nodata
2456856.45770635,54855.7598885502,0.4598128567579,HARPS-B,nodata
2457025.82686327,54853.1346714701,0.3335535224856999,HARPS-B,nodata
2457026.8112737,54852.7284063029,0.3968204031294999,HARPS-B,nodata
2457027.84903275,54852.8476728603,0.4186949941218,HARPS-B,nodata
2457028.76630862,54853.7433436721,0.3377816335995,HARPS-B,nodata
2457763.87665205,54852.21325576784,0.2996970670938097,HARPS-A,nodata
2457764.77150656,54851.261313655836,0.3237533027185097,HARPS-A,nodata
2457807.79503677,54854.49655608064,0.34258096051300974,HARPS-A,nodata
2457808.76108394,54854.08808347324,0.3716721440094096,HARPS-A,nodata
2457809.70876137,54853.45282706034,0.2834180171417097,HARPS-A,nodata
2458620.59724042,54852.780997524336,0.5384145161544098,HARPS-A,nodata
2458621.66063721,54854.130800509236,0.5450070013143098,HARPS-A,nodata
2458622.6197559,54854.37024000704,0.4235342240080097,HARPS-A,nodata
