time,mnvel,errvel,tel,svalue
2452942.66441727,6679.7455112507705,0.400639816226321,HARPS-B,nodata
2453229.83753878,6684.181796927709,0.427753407230663,HARPS-B,nodata
2454051.59561357,6682.97747232466,0.405352913142794,HARPS-B,nodata
2454053.60583547,6681.541763497419,0.33045411205676,HARPS-B,nodata
2454388.72843361,6683.274255692671,0.482628499672715,HARPS-B,nodata
2454391.66203246,6681.917453562031,1.9050617222288604,HARPS-B,nodata
2455820.75436919,6683.51317470883,0.339291209108898,HARPS-B,nodata
2455824.75359971,6686.11497658149,0.5557559733558709,HARPS-B,nodata
2455831.69251991,6682.808267025521,0.324664658403862,HARPS-B,nodata
2455846.68099736,6686.334498678111,0.482293195049909,HARPS-B,nodata
2455846.70849615,6686.55963752503,0.528704814985687,HARPS-B,nodata
2455850.674797,6682.22338651447,0.4241124198461319,HARPS-B,nodata
2455851.66848827,6681.78931468456,0.366650365149969,HARPS-B,nodata
2455852.66179689,6682.71063993049,0.48309867520185,HARPS-B,nodata
2455875.65062176,6679.344070564581,0.428629204212456,HARPS-B,nodata
2455879.70717621,6681.81697688665,0.9723710964905892,HARPS-B,nodata
2455893.60121934,6688.194421691638,0.35664157799892,HARPS-B,nodata
2455898.62447173,6683.502102762492,0.4239585252284339,HARPS-B,nodata
2455902.58613912,6682.36601061837,0.4633652482482019,HARPS-B,nodata
2456087.92423674,6692.68825099499,0.697425881968448,HARPS-B,nodata
2456152.79401484,6685.561578865139,0.55541567309303,HARPS-B,nodata
2456157.91550492,6689.648703634,0.8125264808780019,HARPS-B,nodata
2456164.81119866,6690.7906038808005,0.546387097377851,HARPS-B,nodata
2456165.78902508,6689.0267964818095,0.515529689285741,HARPS-B,nodata
2456200.67683986,6683.732422167451,0.435395536979091,HARPS-B,nodata
2456205.71735076,6691.777762390161,0.412903314837309,HARPS-B,nodata
2456208.72317964,6689.577033875071,0.604729714804725,HARPS-B,nodata
2456298.53798441,6676.518287683631,0.6409737855141071,HARPS-B,nodata
2456299.52140812,6678.75517154721,0.499061898786487,HARPS-B,nodata
2456469.85480301,6683.58822065014,0.464597520604321,HARPS-B,nodata
2456485.88258624,6674.7469095571,0.399340861762609,HARPS-B,nodata
2456486.84350857,6677.02721607115,0.379736604799414,HARPS-B,nodata
2456487.83592461,6677.053781508581,0.361776632621193,HARPS-B,nodata
2456488.87605026,6676.24101335499,0.464793473057792,HARPS-B,nodata
2456489.82187715,6683.3950582835805,0.445438583990586,HARPS-B,nodata
2456490.84123643,6683.2702817102,0.4291627079098399,HARPS-B,nodata
2456512.89336179,6683.90697679005,0.92002924184559,HARPS-B,nodata
2456516.85450132,6682.22509783825,0.7181512333797629,HARPS-B,nodata
2456557.72618158,6682.3657328665,0.960158672319055,HARPS-B,nodata
2456558.73320332,6683.156166525482,0.370385864739439,HARPS-B,nodata
2456559.75239965,6684.01765423047,0.406157711981327,HARPS-B,nodata
2456560.73951256,6681.48341966736,0.432805028450416,HARPS-B,nodata
2456580.63398243,6685.6660594636105,0.651665006395663,HARPS-B,nodata
2456594.63910519,6687.911992569769,0.564315240481257,HARPS-B,nodata
2456600.57416868,6679.73342474818,0.453831985107528,HARPS-B,nodata
2456637.57735279,6686.94427185474,0.416033059449014,HARPS-B,nodata
2456638.60973019,6685.2255593667805,0.376916167479748,HARPS-B,nodata
2456639.58188015,6685.87449776659,0.405943316457311,HARPS-B,nodata
2456640.59471076,6686.96988517864,0.502901056327911,HARPS-B,nodata
2456641.60505341,6686.757373053862,0.51094705609353,HARPS-B,nodata
2456643.59243163,6688.109906851069,0.4736963189234389,HARPS-B,nodata
2456850.85737128,6684.434888644741,0.659136066508633,HARPS-B,nodata
2456850.91802215,6684.13220493672,0.649827249155965,HARPS-B,nodata
2456851.88834318,6683.165022768098,0.377661129044952,HARPS-B,nodata
2456852.85472815,6681.07131883711,0.608165330604201,HARPS-B,nodata
2456853.93659189,6684.881184825339,0.914661198181825,HARPS-B,nodata
2456854.93277984,6685.263419408409,0.465834481984905,HARPS-B,nodata
2456855.85491304,6680.510812328548,0.529122073717762,HARPS-B,nodata
2456856.86765108,6684.69531362254,0.4746778218490599,HARPS-B,nodata
2456904.74574125,6681.760310342781,0.496065285755297,HARPS-B,nodata
2456906.73299336,6683.71830744018,0.726744648399134,HARPS-B,nodata
2456907.74727735,6682.3547406279695,0.50329009984397,HARPS-B,nodata
2456960.68776927,6683.3103953788805,0.413052787829859,HARPS-B,nodata
2456961.6174735,6682.11834520092,0.630184332672142,HARPS-B,nodata
2456963.60711614,6683.451453200741,0.4010929933702359,HARPS-B,nodata
2456965.60846911,6681.22983444368,0.356418406667211,HARPS-B,nodata
2456966.65918245,6682.782059701871,0.525593578008544,HARPS-B,nodata
2457226.8634136003,6685.569547528561,0.374789808722483,HARPS-A,nodata
2457227.87415591,6685.425408371351,0.343644108983246,HARPS-A,nodata
2457228.84748863,6682.064103632331,0.301504056630598,HARPS-A,nodata
2457229.863021,6681.434014063391,0.343182073263678,HARPS-A,nodata
2457230.85460491,6679.259237771731,0.3278896459805069,HARPS-A,nodata
2457232.83962198,6680.652073620991,0.727794785934063,HARPS-A,nodata
2457283.74336758,6683.3703382185695,0.379181058617536,HARPS-A,nodata
2457336.7153167003,6686.634534836319,0.5891634864420808,HARPS-A,nodata
2457338.70595789,6687.844426554631,0.6421050175288411,HARPS-A,nodata
2457339.67690449,6686.278236239412,0.5026632485640059,HARPS-A,nodata
2457340.65044325,6684.12846516906,0.3669185279118629,HARPS-A,nodata
2457341.71469363,6685.562281232712,0.474280313722621,HARPS-A,nodata
2457360.70979492,6681.721289695141,0.545875451501521,HARPS-A,nodata
2457361.70461531,6680.504453718721,0.440926108576584,HARPS-A,nodata
2457362.70881022,6682.865730650541,0.3665347772654,HARPS-A,nodata
2457587.88102651,6687.706222062552,0.414640911932485,HARPS-A,nodata
2457588.89913383,6687.606853529449,0.5376164393079089,HARPS-A,nodata
2457664.81952885,6683.351154485832,0.4130468446416129,HARPS-A,nodata
2457763.54873613,6683.654629517601,0.326821927274329,HARPS-A,nodata
2458045.64653868,6679.491180594561,0.4132945679206279,HARPS-A,nodata
2458046.57729073,6681.210020683092,0.361596211459949,HARPS-A,nodata
