bjd,rv,rverr,exptime,fwhm,bis,contrast,tel
2452987.81131967,17.3831141341958,0.000779339029903253,448.3958,6.855475350783781,-0.0331482016771361,46.53172673507711,HARPS-B
2453034.6871629,17.3826401022996,0.000482481216142479,889.0004,6.85358446900638,-0.033745667569363,46.546776302188604,HARPS-B
2453053.62836213,17.3849246572947,0.000752921506238309,514.9961,6.859154711032599,-0.0337208940422258,46.523694795283696,HARPS-B
2453054.64757564,17.3857521879569,0.00105118693990496,468.2964,6.8596005098735,-0.0363304713052912,46.4682254220473,HARPS-B
2453759.73243817,17.381125672390198,0.00040492004643672997,900.0019,6.86035347341987,-0.0320533845948425,46.3957345308126,HARPS-B
2454196.6064221,17.382877777725998,0.000412926741917569,899.9991,6.868878955735361,-0.0350899265594897,46.368013992211296,HARPS-B
2454478.81211149,17.3824662156936,0.00039441641885919703,900.0,6.86550819196213,-0.0336820003550642,46.3749495619088,HARPS-B
2454479.78949112,17.3840621968832,0.000390857023653041,900.0,6.86677039432256,-0.0325740937982104,46.3799981345026,HARPS-B
2454480.72190313,17.3827992534947,0.00042312956571059,900.0,6.868829342677279,-0.0316637992874753,46.3634005232234,HARPS-B
2454481.76608818,17.3825962732301,0.000402885359074411,900.0,6.86623566265083,-0.0348832879115299,46.3799454164507,HARPS-B
2454482.7808267996,17.3834282504741,0.000425788690614843,900.0,6.8627106660632196,-0.0319053609230302,46.39264047445621,HARPS-B
2454487.73811133,17.3847720254164,0.00039955575943309,900.0,6.866732364701081,-0.0350906802861779,46.362516286331605,HARPS-B
2455298.60817126,17.384128334886597,0.000386502793952903,900.0076,6.8697778653477295,-0.0332031743497403,46.346335628061894,HARPS-B
2455326.47406905,17.378448388959903,0.00043620999160835203,900.0074,6.871867469894299,-0.0335172458370927,46.3387347728305,HARPS-B
2455338.51971703,17.379192687595197,0.000602146694980131,900.006,6.870846377449441,-0.0303873047113932,46.335222999375404,HARPS-B
2455342.52114713,17.3814560943275,0.00046709019320236505,900.0075,6.876185604244321,-0.0316128950026453,46.317784848824104,HARPS-B
2455926.82409964,17.384329870058302,0.0005092544150242269,900.0053,6.879018732290209,-0.0341399305183181,46.3038343941284,HARPS-B
2455929.78817338,17.3823836871702,0.000559681908703372,799.9997,6.8779477336208705,-0.0336827496205068,46.3216337918124,HARPS-B
2455931.83032777,17.3824075119418,0.000487264860057514,900.0057,6.8778910999973,-0.0329682338123902,46.318059293423204,HARPS-B
2455932.7632924,17.3824753004657,0.000492463744888894,900.0,6.877595529840491,-0.0345473571715544,46.3183556103568,HARPS-B
2455952.82842523,17.3780835283949,0.000444833268039213,900.006,6.87639454019779,-0.0330024109856772,46.336610682251,HARPS-B
2455961.78654893,17.3792254534545,0.000482004714677754,900.0055,6.87596903266335,-0.036806544176919,46.317341475073604,HARPS-B
2455983.69019758,17.3821906938645,0.000446386537363606,899.9938,6.87146205051705,-0.0327758408081138,46.516990390013,HARPS-B
2455984.67581437,17.3843583633901,0.000517598381751583,899.9941,6.87096496431301,-0.0355545631912442,46.5309289241022,HARPS-B
2456047.5565790003,17.3844905276005,0.000717064581641145,899.9943,6.8755034714090195,-0.0356734716403828,46.533355470335906,HARPS-B
2456048.56909329,17.3833673293573,0.00064863884997935,899.994,6.87511081567011,-0.0329718560533507,46.4889115329879,HARPS-B
2456298.85460075,17.3723732089897,0.000572987218433184,900.0009,6.873806392807929,-0.035639600217845,46.4886338012735,HARPS-B
2456299.82609531,17.3708692245983,0.000543207324593666,900.001,6.87552854055678,-0.033595260601145996,46.498532703802496,HARPS-B
2456300.75974034,17.374262958252803,0.00047305513792785,900.0012,6.87551287287945,-0.0335348668396911,46.486524199924496,HARPS-B
2456301.69970414,17.37445777337,0.000531838617335869,900.0013,6.8794129137311195,-0.0345311383708307,46.45861859263721,HARPS-B
2456318.73498994,17.3791895060048,0.000610371953567625,900.0007,6.880958376939111,-0.0333671971559681,46.319759353047296,HARPS-B
2456320.81357392,17.379647725848802,0.000531305946277714,900.0007,6.87957920041324,-0.0336679502733794,46.2815767135622,HARPS-B
2456325.80854611,17.3826563390724,0.0006710578301244679,900.0007,6.884409544374501,-0.0352600745651444,46.270649375508796,HARPS-B
2456357.7423133,17.3868272723115,0.000689278871617221,900.001,6.8880199705457406,-0.0356421991000282,46.2988983025945,HARPS-B
2456366.69154871,17.386906441956302,0.00062397794435422,900.0019,6.88397963446308,-0.0336392557044256,46.2851219085588,HARPS-B
2456371.6989963,17.3802758235692,0.000476405834273742,900.0008,6.8835195336964405,-0.0352056626877513,46.27961550378679,HARPS-B
2456375.62767561,17.378549898796802,0.00046357896984903097,900.0009,6.872127161488151,-0.0349263084213369,46.5076817598955,HARPS-B
2456376.63820723,17.377011096210698,0.000738960143351185,900.0008,6.8754187192544105,-0.0343079562108031,46.4718412929615,HARPS-B
2456377.6222115,17.3770716280294,0.0004952737217664451,900.0011,6.87680627891749,-0.032130353317612007,46.477104711196795,HARPS-B
2456378.61535807,17.375097879509,0.000546533015845854,900.0007,6.87755680143257,-0.0345426476364921,46.4682684972461,HARPS-B
2456379.67606997,17.376958406993598,0.0005502029586708621,900.0009,6.87680113124833,-0.0346168453425726,46.4477524997311,HARPS-B
2456381.65393367,17.374390959358,0.0005435848833041531,900.0009,6.87824780228462,-0.0339540247870573,46.4634843476402,HARPS-B
2456637.79748636,17.3853391348005,0.00042077976201060097,900.0009,6.8786682286420096,-0.0353700297219746,46.4469055481621,HARPS-B
2456638.83821884,17.3820748567072,0.000424680471178903,900.0001,6.87425369260537,-0.0331465266976352,46.474664921621596,HARPS-B
2456639.7977191,17.3834722552667,0.0005153937267510531,899.9995,6.8793534631573605,-0.0336158969417006,46.4428657693896,HARPS-B
2456640.80547385,17.3851318310895,0.000550147200806486,900.0007,6.87679864165058,-0.0360523816545673,46.468903888177,HARPS-B
2456641.79364351,17.3852049521834,0.0005022653282780049,900.0011,6.87990415868491,-0.0323762974680974,46.437494085516605,HARPS-B
2456643.79594293,17.3871143886896,0.000566144455932565,900.0002,6.88011775507836,-0.0337365040483313,46.4465369882241,HARPS-B
2456708.67165132,17.389308786236903,0.00048475551524042803,900.0008,6.88057970265577,-0.0332646246533166,46.441126170747395,HARPS-B
2456709.69494748,17.3893643751452,0.000705385957166905,900.0015,6.8806725842551195,-0.0292281432464954,46.45199673761599,HARPS-B
2456710.68223605,17.3861551096891,0.000667866108983724,900.0006,6.8801322026842495,-0.0349825172488707,46.462347424243205,HARPS-B
2456711.6790025,17.3870932869355,0.000606648253996356,900.0003,6.879897260759639,-0.0315125128325668,46.4590066269388,HARPS-B
2456961.87016945,17.3819270090257,0.00047856090068303,900.0022,6.87865326712822,-0.0338288063381462,46.454165593241704,HARPS-B
