time,mnvel,errvel,tel,svalue
2455850.87627093,420.028144991622,0.5583730493002,HARPS-B,nodata
2455850.88117878,420.273816386091,0.5930150306576,HARPS-B,nodata
2455851.86117353,422.952735325613,0.5036079934168,HARPS-B,nodata
2455851.86617397,422.928522658048,0.4836440912148,HARPS-B,nodata
2455852.86054432,421.403821586665,0.5514962148018,HARPS-B,nodata
2455852.86546373,422.660714141507,0.6493211849689999,HARPS-B,nodata
2455983.5522171,420.480513612726,0.4048748069162,HARPS-B,nodata
2455983.55712406,420.983212929331,0.410010689267,HARPS-B,nodata
2455984.54370054,420.159764964386,0.459207100268,HARPS-B,nodata
2455984.54870008,419.415181705267,0.4556473674787,HARPS-B,nodata
2455985.54945289,417.711361108979,0.4979117058498,HARPS-B,nodata
2455985.55445242,418.198157130813,0.5144872107421,HARPS-B,nodata
2455986.56975189,419.313632225937,0.4634020066926,HARPS-B,nodata
2455986.57479772,420.004051194336,0.5159763110287,HARPS-B,nodata
2456298.63636814,411.62638924531,0.7302952703997,HARPS-B,nodata
2456298.64133328,412.562347984566,0.6978866051824,HARPS-B,nodata
2456299.64115337,414.02614633357,0.7593445677614,HARPS-B,nodata
2456299.64619951,414.358888177373,0.7342946264103,HARPS-B,nodata
2456300.60953761,411.775760739305,0.518599679903,HARPS-B,nodata
2456300.61452588,410.951055861843,0.5152777082125,HARPS-B,nodata
2456375.50935055,413.147738159637,0.4987987503200999,HARPS-B,nodata
2456375.51439635,414.774106896404,0.4864220956667,HARPS-B,nodata
2456376.50763233,414.804648775091,0.6768235432223001,HARPS-B,nodata
2456376.51263184,414.788912144138,0.5759598669357,HARPS-B,nodata
2456377.5099185,416.118263899162,0.59268272007,HARPS-B,nodata
2456377.51486014,416.331231741198,0.5691881395342,HARPS-B,nodata
2456378.51331586,415.655915347777,0.5230423262083,HARPS-B,nodata
2456378.5181765,416.055886563768,0.500379876514,HARPS-B,nodata
2456379.49067431,415.546924168982,0.5752506797702001,HARPS-B,nodata
2456379.49573168,415.9005450697781,0.6027816749554,HARPS-B,nodata
2456380.51616488,415.169936991906,0.5728578089558,HARPS-B,nodata
2456380.52125698,415.091933629349,0.6056202978599999,HARPS-B,nodata
2456381.5005949,415.320064288239,0.5033711532999,HARPS-B,nodata
2456381.50550183,413.281157573956,0.5105378529957001,HARPS-B,nodata
2456558.90743203,422.78772019683504,0.4994465291841,HARPS-B,nodata
2456558.91243252,424.735457808592,0.5166332288129,HARPS-B,nodata
2456560.90504577,425.86147121957,0.6052671009696999,HARPS-B,nodata
2456560.91009256,425.537438043401,0.6153911480377999,HARPS-B,nodata
2456637.71094034,425.990588400783,0.5769179254047,HARPS-B,nodata
2456637.71594042,427.396957311328,0.5805323757585,HARPS-B,nodata
2456638.71374533,423.880672806291,0.505082124652,HARPS-B,nodata
2456638.71865281,423.7264373841,0.4954451795844,HARPS-B,nodata
2456639.69914095,423.42018224842,0.4968965651016999,HARPS-B,nodata
2456639.70412945,424.393014325691,0.491439536565,HARPS-B,nodata
2456640.71880614,424.853679224406,0.8126031477358999,HARPS-B,nodata
2456640.723621,426.87320830855,0.5060999698572,HARPS-B,nodata
2456641.7040942,426.684717216943,0.5377555049414999,HARPS-B,nodata
2456641.70923314,426.242276143634,0.5375465438401,HARPS-B,nodata
2456708.57405784,418.883397015543,0.4754926019036,HARPS-B,nodata
2456708.57896482,418.711156555453,0.4579986780023999,HARPS-B,nodata
2456709.58827478,417.808756066968,0.5260572804122,HARPS-B,nodata
2456709.59327434,420.251615733052,0.5480135861647,HARPS-B,nodata
2456710.58055998,418.729433822921,0.5789050875498,HARPS-B,nodata
2456710.58546695,418.273354920633,0.5701482527585,HARPS-B,nodata
2456711.58012387,417.833051185199,0.4912496428373,HARPS-B,nodata
2456711.58512343,418.94094381049,0.5213323729404,HARPS-B,nodata
2456906.91812395,420.99382268905,1.160008774303,HARPS-B,nodata
2456906.92317072,424.84175055752297,1.2050172563798,HARPS-B,nodata
2456960.84474117,428.130271672397,0.461048364138,HARPS-B,nodata
2456960.84984573,426.76371858186303,0.4533074795137,HARPS-B,nodata
2456961.81277843,426.42174118425305,0.4601308176356,HARPS-B,nodata
2456961.81783668,426.80197867686496,0.4536764618289999,HARPS-B,nodata
2456961.84874182,426.88291266158,0.4610416465114,HARPS-B,nodata
2456961.8537885,425.54019600209904,0.4549164745182,HARPS-B,nodata
2456963.80314791,425.683989098144,0.495482238685,HARPS-B,nodata
2456963.8079515,425.439720186204,0.4906892589675999,HARPS-B,nodata
2456964.82604714,423.357622023663,0.4407715296948,HARPS-B,nodata
2456964.83096648,423.819901583436,0.4356454452567,HARPS-B,nodata
2456965.80727553,422.953165356817,0.4292031128574,HARPS-B,nodata
2456965.81226431,421.864599990876,0.4099849720466,HARPS-B,nodata
2456965.84468562,422.270428116566,0.520807199155,HARPS-B,nodata
2456965.84972071,421.27269314003104,0.4873051257578,HARPS-B,nodata
2456966.81203456,424.349388913686,0.5599580165103,HARPS-B,nodata
2456966.81712751,424.016956454349,0.5373671282466,HARPS-B,nodata
2457025.62369037,422.940838603272,0.497542173998,HARPS-B,nodata
2457025.62869026,421.458692570014,0.4770283873440999,HARPS-B,nodata
2457027.65691624,418.377718796081,0.5915989930958,HARPS-B,nodata
2457027.66196241,418.132897841178,0.6396875394522,HARPS-B,nodata
2457283.89519878,422.9872029929178,0.4928492529800398,HARPS-A,nodata
2457283.90023399,422.34101984158383,0.5476567827521398,HARPS-A,nodata
2457763.6812419,423.3942888843188,0.5307188270587397,HARPS-A,nodata
2457763.68617229,422.32440320728983,0.5091275509575397,HARPS-A,nodata
2457808.54663877,419.8940498423778,0.8530478065912398,HARPS-A,nodata
2457808.55156888,417.57211872772683,0.7965654937072397,HARPS-A,nodata
2457809.51868044,418.9057416310519,0.46914186490833976,HARPS-A,nodata
2457809.52362212,419.0566605435898,0.44779284872393976,HARPS-A,nodata
2458050.82300851,417.90128563699983,0.30066066297753974,HARPS-A,nodata
